mTable7 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -17065 -32339 11058 -41312 -32141 9028 25365 60682 43502 -31029 12850 -33010 62177 -35944 25214 38329 -25698 22953 -21208 -35040
r1 -44060 31052 58988 44757 -3083 39851 -60767 2474 8450 46239 19225 -44947 59916 -59589 -22327 35636 -31573 -2657 9214 28235
r2 -46533 23682 -47195 -59795 -50738 -16649 -44270 8183 -62706 10111 55665 43383 62888 -2890 54077 -62836 -52733 47942 -32267 -58923
r3 -42275 -12545 24347 28929 42981 -41164 54488 -31518 54899 16312 48137 23861 16243 -38911 319 63082 -3205 -10717 -38321 -47809
r4 45188 -45949 -246 -27331 47003 -43781 20169 -27248 -34066 36311 17074 50752 -40050 5115 -60973 -52815 49713 -54596 -23280 -24168
r5 5387 -36438 28562 5707 37715 -22545 -28576 -64309 53577 45045 36843 -30656 23887 65249 -23366 -59633 -12897 -268 -20122 33660
r6 58899 30283 27561 -15484 -20980 -39074 -51320 -22214 21978 -23735 -33495 44651 -40082 -60503 -46209 -19177 -23436 -36759 -58766 58369
r7 -30407 -39514 34486 41666 22499 21943 -57221 -37124 31929 -57031 48298 -47483 -20607 -19658 -23211 -14082 18188 -17733 23311 42627
r8 -53995 -7351 -36975 -58420 26624 -46244 28106 -18711 -43965 64303 -4781 997 -27619 24174 -36032 27667 19820 58074 7023 1006
r9 20474 -63607 7864 48217 47708 -12639 27688 -9517 -20771 24941 -58788 -2963 -47106 54903 26786 -3642 14479 1598 21315 37850
r10 -29798 -7509 6120 -24814 -49607 -37653 29058 -62586 56774 -28957 -40196 36106 40155 41147 -20131 31220 35171 40064 -14289 -3394
r11 -22782 60360 54600 -29983 -41971 -43262 15659 -41637 52968 -3720 -30822 -47756 41794 -18165 14926 -10826 40371 17953 5205 25608
r12 34786 -32072 33512 -41317 -51581 21994 22590 -23951 24981 -58485 50412 -7517 -47132 5812 -23114 -6556 58197 -20654 -37041 -41539
r13 42054 44578 -36559 -52270 55085 -21120 35488 -46474 -11792 -28336 -37252 -18456 -55270 55321 -63417 -14290 -27033 -18308 -30860 20569
r14 -37041 -50225 -55032 24523 -59981 -9708 29152 59150 21761 -761 -31040 48372 -2457 32227 23119 -23633 -51132 -42652 -64959 25978
r15 4762 17034 23761 -6855 -48142 28747 56973 55833 -36917 -61361 -8113 -60847 -34442 695 -53047 19561 -39807 34327 49043 44095
r16 46070 -30089 47249 55019 45485 26316 -55665 -47330 -37869 -46971 -13859 -20968 37203 -23164 4113 46482 -52737 -4919 8003 38155
r17 48851 -47789 10911 31487 -39086 63746 -40026 31945 -46145 -10499 -37327 40983 38906 49241 -20408 48327 -20240 27000 -64705 -8465
r18 6623 52671 55099 -10469 8941 -42509 -57536 -61340 -23264 -33757 -29131 54462 -7283 60466 -1577 -46528 -19071 -4667 9010 -36858
r19 18459 5645 -25810 47484 40403 33580 47508 -37766 -44150 -20367 7750 250 42422 -11459 63869 45526 39047 -60111 28079 -21425
r20 9213 -21290 -287 -63240 -42634 -33194 -60282 42042 -22967 -24477 21218 -27420 62961 -12896 55386 -54393 9594 -35608 36564 -9483
r21 55030 31615 6649 46860 7860 -44337 1128 10778 -33007 -22272 -45010 51808 15702 38385 -15935 14897 20851 -20484 38153 48050
r22 50986 -9634 20772 44975 8507 -27240 -55319 -10377 9520 -12370 622 26673 25245 53280 -9102 1158 -15574 -51310 -24336 56100
r23 -62361 -34325 44724 -19538 25858 57756 -46363 -48068 -21277 44154 48506 19442 -5382 28193 -14120 -8463 -25903 -41081 7577 -11971
r24 31306 64697 -23205 19529 55502 27360 31507 16147 49574 47011 12562 -7005 -15719 -64696 49889 -57528 44891 -49501 -7322 26677
r25 -30675 -42631 -48831 11984 -4590 -33181 55760 -55394 64671 -65473 12498 -15169 -4784 -49378 59979 -49543 -60884 47233 -63810 38681
r26 38318 -57327 14631 53424 -57724 -64332 22498 18152 63078 56450 62289 16331 17759 25210 1297 -10139 318 29610 39650 1322
r27 29871 32239 44503 25901 -49990 20853 60148 -39704 -16302 -24662 11152 -31380 -13438 -50257 55279 16198 -29712 -14789 -29825 7885
r28 -10043 61900 -26081 30223 -10482 2067 -44638 28369 64397 -31485 16234 -42744 41866 -60721 40395 56039 32665 9342 -26278 -49687
r29 27826 13477 35111 62188 -40241 46526 -49141 10554 -60007 -17881 26734 -22729 -53517 -7218 -45473 -51198 -3153 -26551 -16911 -29732
r30 31240 4213 -43144 -48003 -61963 4004 -192 28830 -50808 57919 -59062 22327 37649 -4974 44483 -43959 52768 35573 -49668 60197
r31 -27303 10085 -62442 -51585 38405 3689 -33654 -27197 40558 -12551 4858 -43820 41562 -27639 -57519 59223 -32722 43781 -20075 34404
r32 -44821 -29701 34200 3103 -61897 33962 -2088 6786 48015 43942 -63562 -40730 -18468 -61494 19790 -22878 -55813 -9233 52462 -48400
r33 28282 -55148 19471 -16208 62878 -46868 64870 -17692 30317 -20938 49813 -23884 60112 50756 -11969 64203 52071 -49807 36893 -51442
r34 -41489 19240 -37135 24265 -11120 7888 -13769 62436 57729 -47544 50329 -13741 31595 41864 -16321 37838 -14334 44912 -39079 34793
r35 45026 141 -21853 -43641 -15695 14353 -56227 -29807 15404 8829 60541 -15943 -63950 -17988 25101 2145 -14527 -5135 -7822 36420
r36 34780 58734 -57574 -43052 62055 59924 -38305 5022 17141 -513 -47672 -12473 -10942 17304 -44941 -41134 32575 -50209 47670 39613
r37 54770 -21649 50136 15052 64940 -39197 -40204 -7860 43386 -41753 -23900 62186 -35360 -61668 16596 44407 62515 -26286 -24695 34931
r38 -24562 1516 -9386 -17693 1421 -8452 33239 53415 -43456 56592 -2767 37253 -34620 140 39877 60738 -37036 -34431 10219 61503
r39 52621 -30850 33387 54219 -48773 41601 -58606 -63256 50247 -39554 -36997 -60198 9997 51673 49584 -2098 -44934 -35457 64819 13518
r40 46943 27634 -35273 32204 -12099 52436 -35612 -21081 30364 -21737 15253 -42524 -58816 56132 15966 -36509 -31608 35743 -40807 -44915
r41 -45636 28703 -37538 62121 -55500 58736 26324 -36667 -38977 -46604 42338 -51129 -13020 -48260 -41280 -24577 41076 63295 -32920 38413
r42 26015 -3201 -12500 677 11490 -65459 29664 35053 62989 45259 45381 -57347 31062 -29866 10305 34124 54390 -14224 -56040 19252
r43 51121 33650 -50205 -21210 -36566 -17193 -28538 -41745 50416 42945 -56246 18901 963 -15280 -47223 49350 -53328 -13798 -38067 -34878
r44 21487 26617 19822 -29571 -10840 64931 -63817 -43860 -5823 31689 56175 3976 7679 -31400 16597 45950 24955 -8549 25926 -46973
r45 37489 -60276 -100 -11691 12829 16172 37636 -61068 9634 7984 -49770 40435 12215 -29954 -10050 56176 47287 46782 -12042 29028
r46 -42745 -3896 57921 637 28874 17233 -8363 30294 -51435 -38654 -23256 50522 -57984 -65509 -59249 27548 -20511 -8129 56193 -22960
r47 6336 -32384 -19686 17803 -31860 59878 58635 -57774 -64829 -10554 -30318 15558 -41431 1835 12655 39697 -18500 -15759 11255 -8308
r48 63416 -27180 64357 26340 -59871 15270 -2330 -64197 -51134 -28160 -30052 19034 -42407 57856 -15803 64166 -56209 21481 47361 13172
r49 -26601 10674 -30914 -56400 -16337 54241 -44702 15022 -61782 -35720 63899 -52779 -30848 -30498 -31116 -20651 -7031 9713 42894 345
r50 33429 -50318 -25629 -22181 -28088 14655 41636 -14781 -11332 -4992 -10889 35684 51580 -16357 52990 4073 56955 27887 32485 7971
r51 -3175 -59289 -15113 56745 -22339 -20967 64389 54515 45854 35362 24149 20664 37362 -10643 -26824 -26612 -55305 39757 40275 -12837
r52 -32241 -65312 1608 55663 -27668 23524 731 -9037 -49741 36569 -29060 1054 17334 -2463 12394 217 19880 21892 46664 33288
r53 -31539 -58172 872 -47238 60036 -37091 -62404 -55219 29926 -36579 -62071 -59615 -20694 -36807 44852 8962 19438 -33829 5195 -3004
r54 46182 21274 -44070 -37037 10010 -19799 -39323 -20770 -56254 15914 -24161 -42145 -40849 -43834 54926 -49965 -50294 -5189 18250 -44674
r55 -37078 -65187 52761 -62244 17612 6193 -13297 -12773 854 -33267 15483 -12305 -14569 8654 28598 -58625 -40012 -23425 -41593 49961
r56 34513 -58888 46489 -49258 57824 -18052 -50442 -10004 -27811 8974 -57251 16071 4623 -60068 8419 40465 59672 -40377 -42819 -45418
r57 29461 55004 -36067 43722 -37364 31055 3952 -55453 -60630 -25888 26071 39558 10962 41615 -10064 -35921 -55507 34770 -20583 -13072
r58 18 293 -26029 -64229 40720 -6042 -46503 -51905 -38886 51710 -64328 59874 3045 -24262 -64459 25216 -17735 36356 -13051 -3940
