mTable10 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 2630 -59683 61309 26371 12873 -15749 -29481 1773 4310 -29000 -42058 -4418 31057 60669 -63299 -14913 -9120 28477 44655 -49273
r1 -60952 2382 28048 -59419 -16036 -7273 -59101 -1744 58639 41314 -1687 13032 49431 -36601 8618 54122 -54506 45305 53838 -37555
r2 31035 35786 -46813 61402 20130 52515 68 -38139 6102 34217 -11429 22523 35691 17629 4817 -10059 -56360 -13911 -5439 -54438
r3 -26410 -36522 1333 20167 59316 -33775 -35968 42424 12673 29849 20140 -47019 -17230 18367 -32865 10275 29234 63741 -3883 -24106
r4 -8552 -47610 28455 -50841 -26969 -20684 49574 -58154 55491 59762 38385 12861 -56922 30542 40739 -16938 -40189 51475 -38175 -54474
r5 39881 -1592 15113 -22211 15512 -33991 -47257 30037 -10900 -37659 24834 37648 20890 44968 -52598 -62492 -43435 -65359 33268 2641
r6 -53134 39995 -42723 21531 40424 51052 42350 26893 15795 -31800 -38946 18593 -375 -12769 -26029 -44583 53913 7337 62841 5388
r7 57029 7901 7664 -60016 -17514 48809 -17066 5634 36930 -62006 -62526 63823 -7286 62768 2259 -32987 59194 14725 31347 6190
r8 -40870 64126 321 28681 -22936 -42260 46712 -46650 -25272 -62552 -1144 28638 -45550 -43083 54645 -53368 -45143 -36577 10704 16340
r9 -36780 -47083 16870 -24446 -6603 21139 50991 32566 -56803 10255 29401 -56898 35955 -11218 10561 -57264 29128 31817 -522 38824
r10 38301 -65452 -12606 -46170 -6347 694 16647 1147 3485 37758 50351 -42700 -38344 57276 27334 13505 -40694 -11829 -27545 28478
r11 -31030 -36946 8245 9325 39280 -7397 2087 -9311 -48387 -36034 41573 -58686 82 -41447 35063 -44392 -31667 22013 -18092 -64825
r12 47478 -51917 3162 -28499 9163 49825 -7264 53640 44196 56772 53379 -44330 -65512 59093 -55815 46923 -31029 -40471 -43947 -65132
r13 -62135 17905 -3986 -47678 18364 -31437 18693 49803 57971 29326 -37918 40890 29555 19853 -41997 -23809 -51003 2089 5255 -4199
r14 16715 40921 63608 -59685 64065 -35271 -33943 32118 43052 -11673 65064 44541 -16476 -27245 29803 2093 14744 -37538 -21391 21423
r15 2825 56479 52795 -29722 -58807 -64565 -43167 42130 64151 63695 -53273 -60775 704 -17292 -58853 -42788 40492 -43351 16127 52191
r16 14786 -63077 51760 -20290 2542 -17362 -54166 11105 -39147 42189 7250 23065 -6259 -19985 -4829 -61265 -12584 58982 45752 -51373
r17 -60995 -21403 36923 -35472 -57226 38873 -3158 -6621 32464 -55282 -39002 -18036 57550 55444 34247 11159 42579 -16248 -40948 -57844
r18 53213 51220 3080 64792 10953 -42583 -14157 -407 57272 8075 -45040 -35194 33729 -54065 19374 24487 29639 40761 16908 14545
r19 -55931 -20409 10350 15613 -22791 -37823 64815 -13243 -39338 14344 15707 -52538 33197 14288 12804 1366 -7416 -6388 7451 -12417
r20 -14920 28997 -41386 -38296 -31477 -13242 -62950 53562 -59999 28550 -35341 -8053 4567 14038 31738 49152 30120 47482 -22078 6324
r21 -5376 56794 12308 64541 -35260 -26424 -5422 28290 -27737 5884 24033 27361 -38960 30503 12090 -49013 34388 -1382 36627 -39562
r22 45220 -27670 64843 -16673 -60374 41553 64315 -12009 -45979 19770 1672 11603 51767 -29590 36272 -49585 -49640 -52132 -4823 29331
r23 -21300 -3555 -51784 -17559 -1783 11111 -61653 -25599 46909 -38019 -35406 -37844 -11601 -44459 61866 -25454 -51759 -39145 36655 -11353
r24 -30215 -11911 46477 -62138 -35049 -38739 33325 44314 -56132 14749 32999 -26409 18893 -20757 55570 27313 -50961 3351 -3733 -59602
r25 8851 29125 -2392 43596 11884 17659 700 -19668 6993 -55363 23824 -51921 -39040 17032 34091 16409 56768 1418 59920 -35664
r26 64900 13083 -27816 58816 -14963 44451 39682 -9263 29806 25465 40459 -28149 30189 -19256 -23712 5554 25800 62904 43626 37542
r27 30529 -3574 -43608 -541 -1215 56684 -13779 -5168 4456 -54979 14018 40886 -3940 10912 -59500 27998 19478 14719 -40838 62548
r28 -29157 44409 14849 -61988 -34876 -13900 62952 30996 6259 -2247 -32427 -8042 39474 17130 -4072 32344 35859 18196 25630 7062
r29 18939 40097 -52792 -5835 -31868 16186 -53477 62591 -32799 29875 35231 -14243 -21262 41905 63143 64253 -40223 46677 37730 52608
r30 48037 -401 -23657 7537 30010 29187 -12721 4317 -32192 62910 -26290 -31236 17104 -47383 -29988 8599 -36198 -49824 -34855 23338
r31 -54052 -17524 10459 48562 56961 -3376 57982 40869 -7990 -23364 -22773 -55075 23591 -8000 -44897 57617 -43346 -34864 -55938 56940
r32 57474 9792 26876 -54870 43367 -28619 -50548 -54964 44291 -38217 35292 -37686 -45207 -49092 -33703 -48036 427 63130 -42611 6879
r33 20634 22531 -53040 245 -14783 49865 6294 53939 25383 -24822 -15133 36416 27536 48222 19582 -63702 -46203 20896 4857 -42940
r34 6376 59189 -47785 -56370 20396 -12414 -64543 -56768 -28623 -45579 50732 63299 55398 -11564 32264 9527 -10392 9950 -2656 20098
r35 32976 -42490 30361 63737 3023 6460 28041 -16235 -9992 33066 64807 19268 -60251 -18168 -33049 21996 6762 42328 9603 58649
r36 -34074 16835 61653 -4801 12818 -10758 -41637 -30764 -52025 -9639 -3355 43840 4033 -30050 -40451 49987 51506 -14853 52201 -48160
r37 -62272 25992 9647 6592 24070 56212 50371 24474 33037 23899 -27530 51100 -57354 42031 30416 -41064 -28513 63551 52775 24508
r38 16697 61061 25481 4272 57081 -32931 -53690 46351 -168 4399 -20745 50360 59979 36623 5508 -46558 29772 -3224 5 -8234
r39 54100 -55569 -48235 -40214 -56802 63773 -27347 53814 26457 -21193 64483 -45415 35898 -45683 7395 -32160 -59427 32269 59842 29566
r40 -18969 -11748 -4225 -29532 39363 -9280 38398 30081 -49864 -56423 -15559 30783 37706 -19980 -61595 36272 -22380 941 -55277 -62766
r41 -1241 12992 -30612 59072 -54766 58313 62121 -59202 43029 -3348 -38319 22232 -25762 46167 37181 12429 28982 51935 -10900 43281
r42 27519 2929 48085 -36460 -6738 55315 26047 56028 -25262 -55962 -52192 -52527 50041 -19589 -51212 -14991 17643 1756 21100 -55869
r43 9459 -33624 -31739 -31990 -56385 24492 15913 2435 20169 35696 18338 -27483 -12172 -12922 -11203 -5311 20661 25629 14289 19146
r44 -20252 6258 10949 65487 37576 -37058 42914 -56162 59887 36116 2538 54038 32969 -8406 -37836 62692 54994 44314 53793 59759
r45 -55433 21754 60158 -33171 31531 24791 3670 7448 1510 -52884 558 -41352 -55560 19798 9957 -7856 63093 11423 -63558 -13110
r46 -9653 41640 31230 -19346 -37830 -55392 -44510 -59655 -54640 31165 -23891 -3150 -60697 23536 46451 3536 -33134 13840 36663 56656
r47 -10371 21271 44212 -63003 -4452 -33876 -3098 -15912 -4393 -481 39692 49386 -32138 -42482 21622 -30717 -30709 2260 -6413 21270
r48 36016 -29224 -15342 34466 -24409 -59311 10504 -58163 -8291 50108 22502 -3517 -41742 -7170 21495 36714 12680 -27616 27923 64057
r49 37927 -49937 -7663 39252 -10070 -54271 37156 46111 18581 50610 -56745 -13955 -58218 36701 10808 12179 -52630 35280 -46973 4365
r50 -38811 62722 30117 -9527 -40915 -12405 41090 41598 29958 -23069 -13759 42212 35054 -64389 -63360 26713 20223 -28235 7135 -34308
r51 51392 -29841 -33075 6441 52814 50815 63791 50309 34515 -10103 -34529 -6112 -7167 -57885 -232 57110 -235 -10390 13221 -42526
r52 -14010 49939 36165 50442 55544 -27636 38489 62566 45140 -13139 -60715 49855 -43816 -58882 26464 57528 13764 16693 28267 -16679
r53 -21824 3979 6716 -40505 -64996 57004 20097 21309 55919 -35429 -29926 59446 -18251 -63243 63725 40648 48394 38851 13960 -37900
r54 3534 -540 -2536 10585 -41603 58187 -4865 -42594 -62198 56547 38485 -14011 45416 26928 47468 10374 -33916 40607 -46214 23580
r55 38 -62944 41846 7771 13879 -29438 1302 -15076 46083 22940 33655 -13141 58739 63523 54751 50956 -40805 37236 65379 -7392
r56 -21222 -17271 25256 31238 46770 3656 321 -41848 50313 -53612 30138 -34293 35333 -48496 58202 -18037 -21191 -34693 -60931 9989
r57 -16243 -29397 -42987 -28749 -15060 47312 6449 -763 60661 -29124 -10071 11120 -46653 32444 54602 -60956 -14272 -57929 -24015 22306
r58 5243 60250 -47688 -12033 51301 49204 39116 -38558 20914 39313 -20969 38721 13886 -64213 18681 -18641 -17302 -10486 -13235 -52125
r59 26340 22947 -51112 3396 -32325 40787 -4972 -45490 -25856 22054 -25124 -21523 30912 -34232 52621 -30991 51681 59742 -58778 9710
r60 -45656 20065 24570 3397 -2585 -2087 -39031 42571 39777 -32247 6385 -8752 -12861 32130 37622 42776 55281 18933 -35280 -33779
