mTable18 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -44366 16730 55125 -58714 -46596 50165 -38491 13684 26667 23073 -44576 -51951 45783 -11146 -13383 -6398 -43941 -2844 58229 13330
r1 -27587 -46672 52180 16179 9201 -5309 -26049 -63808 -53647 -53814 -30419 56508 -30062 -30162 -24375 44422 31877 -53891 -6005 51435
r2 -17110 64939 7453 17170 45781 -2996 -58218 35599 -60964 50202 10841 52802 -54702 -62989 46344 47055 -5483 -20577 49050 51769
r3 1455 56414 -42199 89 51456 -14912 21816 10083 57829 27034 -10139 3960 -32963 54090 2237 -50967 -20826 -26170 -9390 22370
r4 13258 16021 -361 -43206 -30957 51797 63433 217 27927 1398 20779 17996 41489 -37018 4889 -5263 5633 41277 -45247 34805
r5 -38180 46458 -7449 26319 49108 1919 43306 -3103 1506 -2293 -59937 50886 60585 45043 -40357 8922 39245 -15050 55931 -10647
r6 -58775 97 -7083 -42467 64396 2174 13158 43092 33922 14383 20184 11021 -39327 -7257 2284 -26153 -53622 10966 54462 39917
r7 5615 -34301 65434 51584 -28390 20160 -12022 748 39059 57106 41825 -47092 27656 59229 -9284 -57723 3959 -27565 48830 20038
r8 1897 -58736 37908 48180 -9411 -51828 44529 24636 41784 -28086 -63216 47712 -38514 59556 14653 -49749 6205 11474 25919 -43740
r9 47673 -29296 1613 -27287 -47039 16248 742 -30829 -64559 -37441 41524 -26912 -31854 48466 37942 8289 61605 29086 39169 18457
r10 -19434 9383 2124 7995 -38061 -26023 30153 20842 -51411 -44338 -874 -21816 -27909 -38811 13032 3335 -37603 45979 -57142 34860
r11 -16594 27456 -57285 49498 -52204 -44313 -5750 -8763 44362 -5299 40481 64889 24338 18765 -27951 49621 10611 -15876 6649 25186
r12 -16689 55771 17603 -30849 -35940 -53 -44117 30883 -64354 -39286 -40124 59368 -48377 58808 -34723 -7484 37045 18066 -45818 -4367
r13 -16736 -10577 45896 64656 -19005 -37954 -33951 10105 47670 -37451 -3546 -43314 39867 10036 -63870 -22873 52022 39999 -64100 17026
r14 30334 -22768 -3268 -16199 36377 62060 -12377 -28179 -5985 -49689 6198 -17153 -16490 10575 -28253 -36708 34829 -42686 51824 -46812
r15 31367 -37605 -42390 23217 -45723 -37830 5027 46663 37224 -43936 -14311 -37514 -4082 33180 28984 -43225 -3604 -28477 -52460 64987
