mTable49 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 9109 -16498 -61684 -52587 15020 -20593 41956 -23788 20286 -20550 11923 22518 58698 11489 7301 -18709 53816 48591 -49096 -49944
r1 45088 -41909 -1068 -65003 18845 20276 3797 64170 22453 16429 45375 -54486 10287 32425 -46219 -45058 -8077 5393 57988 42824
r2 40917 -17615 -10331 -11849 -44508 -8376 29659 -59877 55809 -13897 58678 27112 18682 32243 -29157 -58195 -50208 -47048 45075 33620
r3 -17223 14115 -56649 30491 65181 -48379 -36991 58526 -9629 -48664 -55843 10882 22078 30282 38016 13588 -65104 16486 -41687 56373
r4 -40604 -32735 36108 49679 30930 -27720 -104 -5831 12633 -3131 -61743 25182 -35466 55887 -23333 32373 55137 -63733 -46597 -35699
r5 -1888 -58279 -65477 -46163 40826 -41540 7796 45981 -64015 -2418 -59632 -51960 -63401 63285 55787 -44172 -49244 61488 -36778 -4968
r6 -61110 6704 40736 44645 -6502 11814 39938 -48178 -30530 -40864 6948 47249 -2012 62446 -54972 -41265 25598 -15908 48834 -14814
r7 41744 -51211 37528 31065 63247 7537 -19437 -38787 16160 31140 48479 12735 -27250 -49668 45611 7351 -6971 51035 17201 -43871
r8 -25574 -44086 -28903 52889 3853 -58398 -5105 33872 46513 21499 -53857 -65264 -82 -2648 3057 10962 -3787 -35556 42762 10930
r9 -10572 36648 -17262 -2205 29798 8238 39325 24932 62643 -23752 27580 58899 42256 30422 45412 57211 -30106 -49510 60002 13397
r10 -54054 48942 -36300 52812 -25813 -46509 53397 14070 -36116 -20748 52733 50148 45359 -36957 -44539 56785 -50579 -63931 11063 23050
r11 -34707 -40534 -42851 55755 31591 -22370 -50750 8637 61800 52489 -30447 46010 -19606 8883 -7815 -45290 -62556 5457 -38553 63797
r12 -35338 -15911 -52318 1998 26111 -43753 19664 49668 -52880 55142 -33054 -30866 55187 54716 -16900 -23684 9029 -7761 -62995 -54562
r13 -51313 7389 27972 52153 -36069 -8267 26911 -25653 -20827 -63977 -17753 -15240 16481 55043 -62808 -54061 65353 -45317 -47874 43604
