mTable20 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 22379 7455 -47362 33404 -29190 -32191 55963 -8413 24969 51065 10256 16576 -60909 -8910 -56899 -3776 -53670 -57161 -47125 -55913
r1 18678 1061 -41979 3099 -43423 11341 -33205 -44417 -29734 -27383 -46615 19282 60000 12961 38748 -33095 35554 56002 13654 55037
r2 -27347 -14068 20159 46455 27098 13407 -3219 49892 -28406 30576 55181 -20608 39250 -9958 -56862 -44908 51462 -60723 -54196 18940
r3 27590 -26357 -35328 33667 -15346 1360 -12194 -61699 -58254 -11744 -50889 -27528 -53424 4312 -16100 31192 46630 1892 -35490 64900
r4 -35686 -45003 35304 -14630 32252 -23443 35298 18754 37404 61764 19944 51077 49542 43397 -26387 18457 10981 4426 -30791 57614
r5 17790 46926 -33131 -23122 -40847 -54579 56535 -63726 -26272 19778 -15785 -23713 7969 -65406 54192 -32203 44409 -58868 27690 -34825
r6 5602 42304 -64546 -12348 -47840 52555 14595 -29803 50540 16088 -54924 -38337 35536 4915 -48205 -39549 12768 53704 39861 57801
r7 28815 -44974 -37999 -39180 45126 44854 -29347 62630 38733 42672 19499 -58874 -39329 -4084 31725 -16852 -10647 -47165 -8166 59683
r8 -33737 44962 8444 59502 -56822 19119 64082 -52949 31197 -16626 44261 -4349 45700 -22706 51443 41566 50709 -19749 -41097 64462
r9 -15270 42145 18581 -65247 -3912 -15159 44068 44391 8297 41082 3476 -38924 10630 -43283 -44904 7106 -23027 -37439 27707 -51525
r10 -61046 -9622 56701 -5422 -9245 33780 54179 -41060 -31102 -33923 27663 38264 50115 43727 -32529 42419 -36596 -18530 20682 26221
r11 39249 -52529 -22967 -32015 -55564 25149 -33009 10577 -2362 3807 46924 65137 -24540 -43259 -11819 660 -27083 61059 36636 -12837
r12 55877 39013 -51346 -13597 -14697 8657 48733 -34611 -29866 -8379 -42335 -60661 -37532 -2985 23724 -11364 -6303 10808 31798 -11508
r13 52414 -1195 -35341 10759 -22436 -23246 -65044 32910 -22071 -27103 3008 -41999 -20135 -27117 -19682 14331 13400 -62632 62765 10427
r14 17040 -51502 -36835 18200 -1687 -14051 -4413 421 -64203 -14045 -14856 -17554 -13871 -42968 -56358 51427 -53440 5590 -13254 -27858
