mTable27 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -24436 20742 -37334 -62887 44377 -46796 11309 45163 -18688 34156 52631 -33660 -27563 18068 -49256 57406 14913 -50905 -21041 -12805
r1 -12247 42803 32011 16622 -37516 4287 54003 -3772 40695 -10620 -44163 -42315 27153 -20561 -50398 17411 -10528 -31288 36627 57
r2 54581 39005 -51111 60526 -7823 40727 18997 25460 26504 -28574 47599 -33373 35185 40383 -20981 -56697 27420 50418 -31727 -62937
r3 -10031 -45551 29673 4840 42791 32689 -16289 55689 30045 -54673 40609 -36222 -24566 63146 -61070 -1740 62261 -36818 -15795 -39284
r4 7049 2470 -60797 -47893 57748 61434 21363 -42604 -13093 -29190 38999 27273 59586 -16653 61231 -17090 5770 -56340 -23619 -21640
r5 -10950 -9108 -47894 -60891 -54905 17301 -55879 37028 -6323 19584 19645 41077 17074 50725 47249 -3854 -20107 56634 -45719 -37067
r6 64595 -27082 -12081 28507 13257 -39142 -33064 43282 7259 33891 30931 -18475 -28509 -36856 9281 -37275 -17710 -11471 36260 36440
r7 -28277 -9329 51318 49836 -32171 -35950 -27052 -8380 10228 35949 -61296 31692 39703 4350 -62770 24576 13867 9339 -20413 -1233
r8 51859 -48116 55712 -51441 29340 5451 -35463 51707 -22517 -59979 3897 47460 48367 27467 3521 -15297 -63801 4312 -14804 32528
r9 -31989 -9148 41184 25643 48061 26845 10069 8528 65129 6322 21639 30308 -55390 -40692 53515 39586 -29060 48700 -25385 -40808
r10 23278 -25063 21590 31393 -64721 -9499 -59350 46243 -56588 -21678 14970 -55808 3860 39831 65453 634 -55995 18057 -29252 37880
r11 -47125 32631 -31773 10170 -8021 34705 -5585 37907 -34187 -52806 55115 257 30065 26152 -4731 21308 -47018 2542 22831 -52342
r12 -46802 37125 -36308 -33030 29114 -48203 44506 35136 -28806 -54227 -5763 33127 51097 -3533 22407 -46080 56305 -56993 8161 -13731
r13 8845 -27007 64487 -42041 18310 57675 25104 -12091 -48554 -56096 26335 50195 -35006 -36674 64903 51821 -26673 56253 15418 -36933
r14 -39884 -45720 44409 -24751 -5131 62870 -29562 -31199 56534 -21000 -49158 49536 -8628 -35979 -35109 -22880 -49817 -51390 17703 9806
r15 -58207 -23769 -52898 -27529 -2504 -28673 5590 18918 -59182 -65256 23890 45774 49155 14285 12473 -60137 -21274 27218 39565 -1745
r16 -2782 -349 -29071 28994 -5739 23420 -38739 60773 -44918 -16701 52279 -58982 -13351 -65012 -35632 -59324 -24950 -15366 48963 41149
r17 50508 25787 -52409 -39629 -5028 38431 33831 34054 60932 5819 40214 -5044 -31389 -25010 60758 12719 18916 52541 -35839 63245
r18 -23064 -5407 44293 -32170 46606 21099 -58425 7538 65371 -35342 -65288 -64296 -54586 28481 -1339 -58552 58267 -57059 109 40547
r19 58307 24490 1838 44284 -27601 -26184 8585 -7131 20408 26699 -1010 44278 34457 -60242 57980 25698 53925 -64952 1124 26432
r20 -2871 -18731 -43303 -20997 62125 -39194 22706 58819 51834 -16560 -14705 60945 49112 8930 57088 -20559 -54933 -39083 48398 12529
r21 35414 -60310 -38223 -59575 49123 4104 29063 8149 -36500 55703 -52936 62979 5932 -31539 -10992 1348 -18835 -10960 -36403 -50923
r22 -24720 11275 38313 -28691 29946 -57781 24115 30637 19300 7387 -54263 -24183 61294 62889 -27249 -31128 -23427 17173 23593 41121
r23 19508 56285 20605 27424 42438 61362 -9482 -20454 -750 -12782 34555 61173 -41842 -51796 -10188 9086 -12904 -40049 -25698 -7179
r24 -32127 35543 63511 13170 64984 54698 43447 -44022 -33557 35724 39295 -53886 -48160 -53974 32947 64947 -37971 31781 -56806 18857
r25 7947 62740 -28527 -22893 53790 -25096 -3652 43760 55415 -12728 41098 48909 1523 -59127 30794 27795 1129 -37498 -13258 -57218
r26 64024 7725 51244 -17963 23491 -32288 53022 18109 -47297 29158 37643 -28136 27774 -14098 -47127 -63545 -40425 6130 50981 -19331
r27 -40908 11405 36155 37738 51873 -50425 -39546 43936 -16473 50352 25429 22218 -62602 -64791 24605 57435 -35307 -56477 58850 -17249
r28 59088 -33340 26076 -34462 14352 53992 -65076 -33149 -54497 23363 47455 24875 17619 -13277 48921 -44911 59747 19703 40699 -52407
r29 -24686 25544 -30323 36897 10878 39529 14636 -51777 48972 24588 48 692 -38094 -53551 -51914 -10754 50934 -58582 -47735 -5401
r30 337 -28907 -12008 27721 17046 38687 -6481 14923 46468 -9425 -41947 -40934 -29132 666 -4448 39987 -28064 -38816 -15803 -16366
r31 -6142 -53465 -54492 14175 -34040 -65092 -57340 -19176 27336 7834 -36827 54288 -17132 -56812 9484 56019 -1357 2891 -21183 -65279
