mTable12 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 20202 50845 58264 19671 54079 35906 -35262 45041 54375 65099 37893 -2308 14725 -22175 -18167 54994 64338 -44618 -40748 60605
r1 -16092 20494 -27238 6288 39297 63010 -8176 -10257 44520 -47602 -56352 -25727 51299 49552 32890 -55774 59542 48721 23877 -3027
r2 59903 -43676 -19652 -40323 -34186 -30042 -26571 -19625 -15894 -50109 32272 -23276 -34455 -61974 38940 21842 36405 -29204 51739 25373
r3 -37383 -39430 49619 14576 34521 34434 -62432 9543 -42009 -4015 -34467 8301 -19710 -55912 -13097 26784 35374 57304 -20582 -15163
r4 35452 64612 19554 21344 27522 31398 13005 15669 -47535 51280 20135 65392 -50424 4828 17179 -26496 27771 62932 -51851 39210
r5 -62301 12540 31706 -17751 64198 -50874 -34958 32523 -6661 35895 -18688 -10257 49971 44951 53205 3951 36280 1829 -35978 -62950
r6 -35467 -27295 -7052 -29075 -4901 41214 14358 -51740 -14962 -43883 13719 58894 48866 6740 -5995 26476 47700 52319 55417 29566
r7 39789 17638 -1139 -18147 -59204 -47478 21000 64276 30493 19320 -51865 -55838 15481 60854 -19886 -46867 31120 63708 14035 -65391
r8 -3317 -56523 58216 -56161 61784 -53249 -12175 -14746 -17477 45474 -4073 24344 22604 -62879 -31660 -33994 -14467 -13739 34355 -14014
r9 -49570 -33927 -41853 -38077 19655 -27996 -64823 23571 -30394 18164 3080 -20071 42652 -439 63748 46781 -47299 -22701 14307 -8233
r10 23956 21868 3988 -39330 33110 1806 9566 -56468 50744 49890 -36183 -15194 -57088 46127 -14707 -41191 43133 -47598 16189 31682
r11 50118 -35736 1910 -34698 -44532 -1718 -22109 -59556 63650 -30848 17074 -21924 65373 -33452 -48313 63573 22538 56400 -7280 -3502
r12 -14713 20319 -53412 -11390 -63896 64209 55098 -62985 27981 25761 29716 24152 9282 39219 -23025 -26139 38455 49121 51992 -8096
r13 52554 27762 25199 -62121 -50572 12199 -9713 -5460 -17977 9991 -8837 -48953 43098 -21001 13959 57850 23494 60165 -37282 54848
r14 -27024 37695 -54570 22588 4569 7753 62511 29286 -18093 -56041 -64797 -55685 -37531 -15326 -12685 22740 -28544 -4679 27961 -22113
r15 -36560 -65092 -20356 37480 51817 -46219 -53563 34734 21669 -42680 -35512 -64139 57960 -64942 9466 11773 43698 36192 28554 29937
r16 -46006 19593 39620 5939 -41171 -55387 65157 -626 58174 35111 24138 -55506 52206 27734 64467 -12740 -31828 -41481 21895 29651
r17 14822 -6799 23897 -51627 63438 -40781 -58031 -43066 -39470 32878 -56663 26672 30822 -26642 41128 -61258 -53951 58286 -50744 -22594
r18 64881 -55823 14642 47584 43267 58174 10979 -23689 19686 36387 -23423 -8831 -29394 46609 30655 43177 36101 -19134 -24987 -44947
r19 46112 -41429 58578 -43087 -17402 -42247 -13449 -45786 59561 -5168 -62372 -17262 -13922 42447 -4555 -42017 63377 43345 -56281 -34118
r20 13748 17732 -32702 35351 60394 -19706 -11112 17578 40273 -31571 19097 -3821 -36106 23545 25238 58921 1823 -20969 65142 -47133
r21 29308 -26918 63079 -11404 20185 -19577 -43792 33904 -31446 -15597 5251 -50004 -33385 30356 28641 -29908 3554 -9968 24975 -55330
r22 46191 34253 48440 26531 -17501 39204 -62605 -56051 2057 -52487 48982 -53954 29512 36093 -55879 -14224 -62310 -55604 21075 -25706
r23 -40336 2154 64037 23637 -51352 4266 -2423 -31260 -23037 -40135 58214 34135 -45786 -27880 26806 22075 -51217 55220 -14849 61156
r24 -10594 -16042 -33835 -19292 61438 1838 -45439 22372 -1752 -49846 25944 -61193 -45605 14465 65472 17576 21531 -8834 8306 -27536
r25 -43277 -44541 -22965 -39307 64336 60887 52856 -48707 51260 35209 43378 -52463 31486 24272 11094 18433 1996 -22305 6348 48212
r26 -10226 -26821 9666 -62676 8491 -11304 -20818 62252 -35912 -20169 44110 -23648 11434 -11568 4166 41411 51414 -12237 17957 36794
r27 -22783 -13337 -15660 -318 12859 -23683 50033 -64616 63733 -1997 -8903 -44398 12816 54253 -54724 60580 39505 12855 17787 45564
r28 -62169 -40851 -3143 -22625 19309 45963 6685 -52192 -63760 -5806 50624 -9421 -23949 55753 -44936 51720 -44624 50981 -16886 -17377
r29 50197 60488 17158 -16758 -51167 -28832 28531 -9078 16664 -32408 -103 -62212 2859 44628 -57359 21289 -54508 12531 55898 -13106
r30 -64580 32649 8780 -51514 -48290 -11295 -37796 54016 -42519 -31030 -60782 18837 38690 22407 -8616 -14632 38886 -13007 -62440 40859
r31 64949 -713 34022 10427 55053 34281 26140 60295 -24644 -37703 5752 12206 14090 -22895 -49944 6377 -8238 -30511 40191 63958
r32 -48746 8753 -2438 -19445 44094 -52965 -6652 -40878 37142 -10778 -24261 35909 14888 20035 51227 54790 53727 -54516 17244 -42823
r33 -63313 25346 -8809 41418 19201 -29468 -20616 -26045 -55222 -9331 5721 60420 16149 1874 -48573 52893 -21901 -15069 6811 5000
r34 7535 -29883 55850 30719 -288 54838 -22696 -53629 -26479 4155 -11197 31406 -1534 15213 36978 15649 17819 -50497 -55238 42101
r35 -33610 23649 -20517 -312 20732 -551 10979 59125 -50497 -657 -28121 26005 23442 28210 17522 -52465 9104 11291 -61580 6821
r36 -64061 -51345 38054 2881 -31070 11100 53548 7921 -6229 -52365 37124 -32931 -39790 2123 18637 -57863 -14578 65348 -49459 27210
r37 39042 55622 1702 -35489 -44592 16505 12302 26829 -25150 3688 22140 -62327 31324 42066 -29683 -4279 11814 39543 18631 -24472
r38 14374 15311 -15834 -16276 27913 46739 -30016 -30537 -22799 60796 1801 -29724 -28651 5360 -33215 -22401 -26436 -4690 -59938 -30154
r39 -29428 40178 -41557 18633 28869 -54217 21804 -56582 45810 -5436 63516 61381 -54835 59384 51030 -26979 56777 -8349 35643 51253
r40 -55710 12071 50961 -12129 -6346 8048 45386 4016 -20145 -54708 52971 -43790 49327 26750 -48524 50179 48127 -12553 5798 11304
r41 47995 -20420 25514 -60746 11235 59088 -34931 -63942 -64476 50763 57932 56613 -23794 -33902 50827 -43448 -38025 -29074 -49354 -42097
r42 14561 58865 37967 -39753 -39133 -8638 49102 26290 -5630 59152 -60596 -3585 47617 19979 -49311 -41325 -61525 -17052 -7771 -4579
r43 -42927 -28388 16673 -30004 -2221 7128 -27195 -4643 -45781 -18528 52502 7592 -60326 35304 32072 48402 -4068 -2001 -10034 45888
r44 65050 59016 -12146 -34236 35533 -61906 2147 -14410 12508 14021 35553 -45137 54811 17928 -21642 3762 -22932 -38101 58749 -34305
r45 51016 -17458 -52208 62984 -3013 6303 41636 34095 -16725 23515 -45793 1155 -16395 -42267 6944 -13640 52231 -38440 -17126 -30574
r46 19162 38351 5079 57944 -55590 -40867 -51004 -32872 -40857 51962 26136 53228 -16997 17019 -61794 -4625 866 43585 -34267 62411
r47 -60410 -19706 26738 -39333 52933 -27487 30718 4093 13661 6396 -13366 -51004 5942 -7438 23864 -8827 -9651 16563 59305 7396
r48 -14514 58623 -18798 -16513 42760 7359 9338 -28811 -490 -14859 47662 30138 54362 -60616 36447 -51088 6850 -65474 50075 -61314
r49 -43059 -55067 54348 17518 -45919 42464 -58531 -43477 -64944 14358 -23379 7175 16979 30587 29853 8543 21961 -35920 -2331 -29923
r50 -41300 -12922 30748 -5365 -25610 -64789 147 11627 36943 22926 -48420 61489 4634 62743 7105 46125 41951 -58419 54873 -61733
r51 -52119 42332 -13270 46432 7978 10693 12918 -13619 61482 -41352 38690 24868 -1569 48794 -58467 24630 -9318 -44383 -53641 12510
r52 65014 -20892 4584 25634 -27920 62169 -38573 -45612 -18444 35017 -24301 -40226 49820 29419 58630 38100 -19124 -57687 54922 64137
r53 51578 -2987 -52465 13380 59656 5883 -16079 -52284 51554 -321 -58358 5272 -9629 253 -50087 23111 -45789 50048 9001 17537
r54 -15787 33655 62635 63318 -40441 50398 -1229 -63964 -1893 54598 -54649 -63743 -62545 -27400 -28542 -32635 -44914 17456 55750 53160
r55 48261 15278 34100 38460 -17282 -41519 17731 34691 40931 -59488 -52094 36704 47881 7387 55451 46582 -50714 5328 -9714 56434
r56 -7625 2229 15532 -11375 39074 -7863 21740 13056 37505 52237 -17873 -34060 43113 -32592 21505 36284 57152 7473 51590 -52106
r57 -9246 58851 -42929 -18469 13905 62469 -55521 35345 -23066 -61613 61387 -5945 -7475 34831 39158 -21014 57602 -63357 6997 8146
r58 2515 -2476 26777 -15983 -22051 6885 -14297 -56674 55305 -40935 26563 36966 46146 -19849 53251 -413 -44480 -29900 56780 -37220
r59 -15956 -58640 -6396 -55902 -20635 24894 -54880 44524 14628 -30741 53753 15305 51967 21144 -4958 -27930 65148 -39561 29800 -30660
r60 -19702 -28911 63271 -58781 36129 28063 -12318 -42735 -26436 -43523 42851 28327 -9892 -29720 -34106 -22185 43074 -28845 -64368 -31117
r61 9303 -9377 -65186 -29174 -32720 -50551 10910 -36264 18528 25952 8524 -32772 -19141 28421 32851 -47368 2158 -53677 34504 42481
r62 -38814 -17605 33985 -17243 -10114 -55688 60606 -14500 35642 -44173 45682 -56494 -529 57780 -42453 -25945 -31860 -58127 -46234 -56556
r63 -37824 44831 -17159 44845 19915 30870 -28174 53996 20141 -38305 -23713 46131 65287 -9551 -60820 36269 -3324 -55968 -81 -5711
r64 60129 -49469 -6197 -49672 -28403 -3562 -35512 33816 -4345 35415 -19220 -9848 -50011 -53330 -2683 41786 -52698 -23502 -2783 -16494
r65 -29138 -14257 -43328 -21290 1237 -9338 -57672 -41968 56470 26991 9002 35477 28213 -20578 52509 9242 17433 -45473 -24745 57465
r66 -62963 -21701 -24956 1948 -56186 16555 17070 37118 -6200 -27674 32990 -13956 27366 1627 -5483 4070 18012 37181 -15850 49273
r67 33179 63376 -407 -49142 12489 -30603 17330 23337 -21485 -33510 56698 -51373 58755 -64847 31129 9827 11516 -62503 -17912 58674
r68 31739 -12137 -18694 61633 39812 -35741 -64009 47789 -7980 6093 28952 20778 35247 -32570 46914 35013 -45059 14152 55992 7488
r69 -31989 -32672 4691 15410 5595 56803 40096 -6962 -11823 64841 28336 60216 -16152 -18318 -44826 17546 -40259 -41247 60420 -36892
r70 57376 -23657 37372 45336 -15462 9727 -24410 -2613 -16509 64160 36492 1639 18268 47174 61617 -59061 -4268 56607 25830 30765
r71 12639 20728 28781 -24979 -1801 -38106 64979 16087 -41851 -58553 -5283 -60718 -34580 -2861 -8006 19024 39302 -17973 14087 38914
r72 37797 -45476 7810 -37387 41663 -25088 -22528 -24999 -18293 45789 -1461 5548 -54079 -25476 -59879 -17896 -31228 48719 21054 -58365
r73 -62603 -61215 -24626 -46119 33429 13717 -62639 46326 -30489 -10091 -63707 2131 -41277 31862 -12372 49286 17044 -40652 59886 -37852
r74 60150 41196 24408 7187 25848 46500 25500 -14373 32028 39413 32088 6293 8219 2600 45062 65514 6871 8513 -24849 -9187
