mTable16 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 58901 57261 -19570 -59755 -4391 65324 3724 51912 53755 -48 -13161 -53135 46122 -14775 34406 -33618 -40303 22659 -46826 63631
r1 -35464 25931 -27265 -41142 -14437 -35144 58925 6790 30875 59970 51554 60652 31356 29878 63316 5895 948 -55879 -35793 -18687
r2 -62233 -22456 10876 -52852 65259 58442 25744 -62766 45776 -44032 -62926 -5451 -46518 51926 -2789 45406 36594 36237 16959 10813
r3 -52367 52768 16957 -649 -41167 -23288 21729 6447 -38004 19733 6843 -23720 27164 54658 -11364 48754 33940 15358 3868 30086
r4 -14060 16 -61504 -19391 -44706 -5842 30859 -15465 8972 -59208 47541 36483 -4597 -22353 6013 -36528 -56175 -45513 16606 14738
r5 -17624 -13187 -22757 37342 -9658 32520 -39801 -2421 -62428 4235 -58918 63425 403 48358 30640 26379 32516 23755 50898 -15413
r6 17577 -4056 -44513 8242 15759 4731 -47373 24461 6676 -52849 -47680 47072 10687 6222 7849 -52209 -41583 28662 -53443 47209
r7 -58433 41703 52767 -29716 3356 7022 46322 42624 26327 23520 42270 -43921 -42166 -43300 -55513 -3177 9724 21558 3948 3124
r8 62368 5827 6729 -13824 8965 -39434 -59170 17083 -41061 16817 16316 -7384 28827 57517 -6889 34137 -17568 -19881 -61096 6971
r9 61395 13767 -2727 -29560 -22487 16908 35979 42941 10675 1908 -10648 54080 -51018 58278 14286 19686 -28673 -8067 7296 50538
r10 -60800 1320 54476 59239 60601 -34782 -56859 -25995 16687 37572 60665 -26522 63438 -28415 64424 -1773 -44447 -19547 -39043 -59004
r11 -39681 9731 38723 -64750 9582 2406 -13956 -23023 -45495 63371 42665 29597 -59811 -37465 36928 3269 -11316 -3720 8151 -36891
r12 247 40378 17590 49960 56038 -7785 38668 11686 21201 -19175 -35137 -4062 19613 -14973 52558 -41500 31715 19457 -36988 -58639
r13 -35171 -25868 63181 -57338 -53735 4526 21602 60948 12622 -12696 60597 30618 -36171 -34244 36280 -30658 44744 -45156 -30370 1950
r14 41279 7245 -37751 -54946 37099 -9683 -42214 18668 -32519 40351 -41733 -10565 -25388 53229 1820 48559 -22119 53543 48831 36965
r15 15762 30905 -26912 -23276 -16362 51458 -4463 -11676 -29565 -37295 -9900 15872 -40874 -15941 35011 -31697 23319 43029 -7217 45657
r16 -10883 37006 -45300 -12327 -27614 1216 -5478 5353 31030 -42192 60468 27799 -8653 46712 21705 50806 -3227 -36969 63258 -10798
r17 -65026 62004 -52857 -26299 7403 46441 30819 28809 -47581 -29641 14579 10119 -12550 27857 -16613 -7603 -40935 -43355 3371 7115
r18 -64779 22535 36165 -56598 -63441 16558 -39870 -62820 -43032 -30763 43955 12707 -52615 -6398 21801 -41951 64198 22590 -39373 20543
r19 25702 41586 35296 -19530 15652 57977 -8250 -63454 -57077 -33866 7498 55247 -49117 -33639 11376 -18005 -60887 -34994 22959 62920
r20 -17781 -8413 -50686 -578 36889 11719 511 48488 20695 51259 43076 -21316 -63086 -15708 -11450 8408 37709 16965 26492 34952
r21 31724 -31976 13685 -55883 44019 46069 9915 2340 19523 -56476 48121 31542 23689 -4916 12137 -6656 25768 7508 6730 22920
r22 -25066 56021 49240 45853 1843 31312 -56932 -57730 -10797 -49519 -23932 -3102 46099 -19056 -44403 -47243 18849 -5250 51013 -40328
