mTable26 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 17281 1507 20902 -65305 17006 25455 62157 43731 -44235 -24403 -49698 -27372 -7875 18800 -36778 47308 -2500 44755 -36037 -12912
r1 -20183 -14089 65531 -52720 -32995 61982 52756 -27329 19527 26 37856 -10658 47724 55102 47578 -41711 -26064 -49349 -48693 38197
r2 48727 -58996 -51898 -17537 -62815 -49257 -43907 -47251 -14235 57388 -54552 26291 -8719 -20896 -36339 -39293 10115 -35950 -19827 64886
r3 18374 13768 -58308 -20703 -21236 47682 63812 -25479 5464 -20934 -52800 -14360 -40643 -42908 21230 -10132 -53792 2038 52542 50510
r4 -4826 -61056 -61811 23949 21833 10130 -64571 55017 -11737 -9603 -46624 -46754 -23309 53204 32767 11857 62791 9185 -61812 -21268
r5 21879 -58084 -64136 11390 5761 43844 18219 12912 61342 51373 772 43455 30779 45813 -47716 -43457 -3269 -63212 -19902 14276
r6 -15874 51000 54479 -35012 -37356 7378 64664 62729 63110 -64189 2419 6958 25217 -5109 49202 7440 57838 2745 -22329 32572
r7 -35165 64751 -46967 5217 39401 -61820 -31189 39525 54616 -20821 4047 42408 11568 34997 4347 -31062 -58756 -11098 21717 13858
r8 52157 -34673 21798 62117 -11983 -25621 63073 45502 -42747 54184 48225 -41352 -8109 -9891 58499 -52785 63210 -36307 -49589 -57722
r9 36682 62259 29162 -51662 -31115 12023 42383 21671 -5405 22645 -58443 -37065 -59337 37950 2322 15107 -23806 -42509 22758 4273
r10 -56222 -37561 20135 39416 7752 17004 -47026 -38778 24084 -10174 -6583 24525 3115 37394 33158 40374 -14157 4189 45618 65057
r11 47080 64905 -29397 47333 3226 -2317 -31237 -56214 3948 -61859 -27804 -51339 -10905 -61559 51149 22422 38601 17953 -41782 23472
r12 25330 38753 -26417 61320 3706 -29855 25662 -12819 48383 24753 -12079 -20419 -12701 -39041 -54884 13245 -7755 21401 45315 9435
r13 -44269 -2935 -34105 -52064 26978 58094 27767 34258 42095 -12299 -17974 10413 5791 -63341 15311 41070 -47878 9595 -62419 -58696
r14 2054 30110 3789 29939 -8966 -333 50353 -47493 17528 -34884 -54559 21997 -56156 34087 43151 -58994 53654 -17168 -59706 -45014
r15 7801 -1905 50966 43315 64185 -17542 18434 42630 -30327 65322 37957 -65155 50414 16740 40655 8062 -33528 50014 -57011 -60312
r16 58332 -31729 57971 16742 30761 19950 -61942 27562 53086 48849 14680 -30089 -33115 54490 41532 -58663 -54495 -9689 -57589 21756
r17 43997 -59043 -14247 25845 37719 35537 8071 42403 -65095 -9702 59598 51156 -46299 29190 -55754 -56883 -31535 -19545 15924 -52490
r18 -6230 -21328 -60578 3960 -17914 1170 56237 43796 -27053 -43364 -63585 49066 60036 1928 23252 -38647 20441 25469 31948 2999
r19 -54451 63247 24244 30487 45740 27629 -50685 -33672 -4415 61583 -32064 23278 -38574 24960 8889 -3945 36879 29335 13800 -41239
r20 -26860 -60300 49454 -15755 -59765 34789 -26475 -35757 -11362 385 -42084 53128 23628 -19994 315 -35283 -15829 48317 1871 61074
r21 -30403 17192 -22638 -12249 6127 38554 5747 3579 51299 -48199 -38142 53038 42542 -28681 -34636 -45284 -34783 25444 50371 -6111
r22 47143 -38193 11011 33008 63926 -8536 -50924 21808 -20171 48844 54605 35353 -40548 35812 -64819 26659 51940 4852 65415 -64623
r23 -33930 -41435 -4933 -58092 -9538 -42142 -17010 63002 22046 -35200 -52461 26449 -49068 41339 64563 -12085 -19993 35635 31697 21774
r24 1601 -29034 -12289 13313 38372 -27966 -64692 16841 -348 35551 -60842 -14300 45037 56115 31331 -41016 -34009 -53110 -64873 37585
r25 7928 35709 -26279 -24552 -4988 38693 45031 -63822 -51100 11456 -54319 -28547 -52179 -31577 62530 -29471 45889 -29126 4721 -5226
r26 -16140 6694 -10727 -63349 -58092 16305 33974 -7430 -124 22551 -49344 -51299 -22625 -63811 11267 26945 29412 -12348 61965 -18109
r27 55430 51965 -3889 23671 -57848 46918 58861 -21719 -21439 -7055 43927 -37734 42368 -62910 52378 35046 -2597 -57513 24211 28366
r28 4223 -35902 -36022 45504 -34434 -56977 -17146 1447 20597 20351 -61029 -8474 33125 -53795 -38802 -25392 -37714 35049 48031 -12355
r29 63467 -18902 40804 -17722 -47389 59569 63589 47665 -44592 31694 -61667 35670 -53766 56111 -2740 -48526 -33673 14882 33292 48715
r30 25604 40886 64752 -34480 -55921 7958 -19769 -21347 -31374 -11888 459 -42444 15509 -64388 17062 -50122 -11098 1728 -21488 14392
r31 20372 -43343 -16564 20572 1044 -7668 36431 -16677 11787 -19540 -38707 57491 -18267 32972 -5665 -26376 -7102 -65434 23610 -54505
r32 -38831 -790 49088 58262 21679 31880 -8312 -18688 -29661 -44596 -31097 47993 -30700 2698 16566 1354 27810 20426 -41241 -32468
r33 -15983 -41959 -36834 17498 -47195 35113 -58451 -36142 -52592 16983 -58832 23092 4777 -44534 -45473 48232 50405 -20073 51887 -51015
