mTable32 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 41674 65502 -27654 -20623 -46526 58052 -49527 -40770 15936 -58848 50568 -7384 49004 23577 39211 -42507 -13303 -33239 24753 40903
r1 -57132 -30457 570 7394 24633 -51212 -20221 63691 34954 30105 -50874 -9980 -17450 -27021 -62566 37351 62265 63761 56146 22186
r2 19511 -12737 -54655 25764 -20753 1944 52209 -9742 17184 19623 -44357 -41364 -43575 20428 36057 16396 -25413 -27712 -31374 40930
r3 59671 -40611 39103 12538 -52652 27271 53702 -43159 -10732 26518 39064 60647 -63956 16496 21362 61832 5650 -15374 21735 53039
r4 16917 43434 58848 -30761 51328 -37129 -33515 28772 -41784 -8608 63459 59429 29050 -61465 57586 -7963 -57588 -20190 38083 43167
r5 -25729 4349 4922 48611 55676 -59296 1955 -29243 30170 29358 -12518 14229 1493 -34033 8027 981 -31648 30402 23975 -39555
r6 43507 34527 5014 1771 60945 28672 7482 -5571 -14741 24333 -15352 -61416 -4817 19131 -35408 -40507 -56282 41408 38426 -12449
r7 -39346 3468 -47835 22084 -50339 -64474 -60021 25261 -16932 -27262 -15397 20779 16768 -56792 58634 -1001 55336 59236 -2859 20424
r8 -40631 46149 -35923 2285 44158 45891 14465 30877 -47813 -16760 -17790 -34625 -45491 -27183 -50523 39013 37720 25268 -47099 -40901
r9 -48635 -50063 -53792 27938 23902 -8726 -10565 18798 -10074 33589 28688 -20852 -27658 -31793 43200 -47342 30398 -5262 19112 -13617
r10 -16149 60802 -1783 27248 5842 -5290 -9624 8124 55550 -38939 51151 -11030 56841 22485 -60061 19467 34153 -47228 -34732 -59598
r11 54904 13569 -16308 -26516 7259 -24610 -24771 -60561 24863 -42548 18199 -37106 -49820 7808 -50499 -6808 36811 18622 -40290 64534
r12 16986 18167 -24863 -1008 -64313 36610 51832 11764 -3972 -44891 -10383 -36730 57352 -21559 -1070 25748 36274 -42605 24097 33048
r13 63396 18765 12852 58253 15062 59127 2595 -59043 63189 -29545 64577 -39307 33820 -27662 -2989 -6 -27919 -23722 42833 59090
r14 52500 42594 -4550 -47327 -52962 -55160 -53315 3025 9199 -36617 -37142 -29586 -11155 -34936 3449 51657 31453 -58903 -41820 10839
r15 27925 60865 58254 19174 -8319 3322 14894 17171 46510 -53413 1171 -58294 27519 3849 52181 -51123 -18635 -24828 -57464 61121
r16 -25276 3930 -24917 58242 -11849 -44800 -61667 -30982 -55134 28689 40059 46435 35414 43061 18250 2971 27922 -8111 51067 -25780
r17 -41873 -43498 -1426 -32793 -41756 -18808 -29954 -59191 1624 12170 52412 -26645 -2557 50740 -39416 30147 26561 -40258 57529 -59746
r18 -1440 -40288 -7948 30850 19820 -57835 7181 61694 30206 4931 51427 61629 15399 -52 38818 -424 -57564 -51417 47905 -22117
r19 10462 30384 -52647 52235 36620 55678 -39132 -43573 35512 44608 45310 62408 10033 37180 40452 -54101 61811 62733 -56662 39232
r20 43319 31436 48085 25161 -55145 22263 59364 -23118 53774 49457 -37123 -30049 33726 38507 2599 -56973 1094 51917 -33853 -41908
r21 -64102 -9991 -64260 -59756 9233 -28733 37558 -55979 -62972 22724 -56239 -35552 49072 44532 -1572 32000 42666 -18008 24629 -44528
r22 61639 -30389 -30431 -60953 -47401 -44328 13217 -14629 24646 -36820 28682 10622 48851 1795 14202 -54791 42157 -4249 -18173 -16400
r23 41686 16872 -37650 -5005 -8491 -26088 49503 -10635 -58198 -63544 29783 10841 15159 57684 15570 19063 -2708 -37776 13240 -818
r24 -14524 65008 -9713 46891 -14587 -64948 62357 -28336 35584 -21483 33973 64335 -60425 -10117 -29028 -7768 63644 47609 -29729 9443
r25 -35549 16626 10522 43714 -26057 2422 -34837 20670 -42634 -21356 8982 380 -11856 56204 35641 33878 -59481 59672 -12256 -59603
r26 -25527 -17927 -39866 44779 52411 -50082 10776 -15981 28985 -16668 53714 -173 23156 -6733 -10412 -58297 -38803 -2919 990 -2268
r27 -4159 -43401 -42811 -13040 -23205 -30265 -3507 19249 5797 28529 -26468 -7549 39171 22372 -2253 19681 803 7745 5081 -51814
r28 44641 -53593 7030 -19768 25348 23671 -28589 54866 44806 63486 42917 28679 16998 47433 -58906 -46202 -46631 -65464 -17029 -48560
r29 -44046 -44845 -55481 -51451 38498 -43438 36266 -26161 18020 -1418 46585 22656 39644 -39390 62096 52410 -44027 43401 47504 -40425
r30 -59537 -60458 58876 29749 30066 8068 -2742 33195 -65062 39166 -31333 -35962 52386 -54073 63590 14500 -37091 -17851 -43169 -34756
r31 13379 5920 -61193 41057 2618 -61964 -8931 -746 -40398 -35928 59008 29364 -48131 -35938 -53889 6660 -51980 -60674 11525 46215
r32 -40587 -24794 -65230 -60915 25239 -27676 58922 -23194 -323 -42134 51100 53813 -25651 10690 57824 -45954 25342 -35794 -22349 5376
