mTable42 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 8258 11985 38207 60126 59610 52697 -46584 40002 -19313 -65219 -1787 39619 17700 57532 9893 42992 65351 49733 -23815 -11513
r1 -14805 39117 18704 -25320 -58938 -26720 62132 -64586 55915 -10194 -11191 14198 -13850 62207 11709 48802 -52860 -17922 39556 19096
r2 2428 -13841 35849 -44530 49220 -17627 -63122 33668 -38152 23584 27479 48479 -58191 -25206 -5751 8137 -43029 58795 -18795 -23777
r3 -52612 39039 51963 64670 6795 63303 -23223 599 63395 -41691 -35229 -6675 55941 -8153 48577 19385 33465 -6915 38941 -58742
r4 12275 27549 -23211 -32199 3916 -493 9728 37921 -24381 -8434 34489 60214 -43262 -36331 36496 -758 -14570 -13219 53996 40866
r5 64602 60531 -25234 51947 4249 -22530 -24602 -38334 51726 -63377 -21162 -52001 -9771 64263 61870 29002 24481 -8472 -8814 60771
r6 -1469 58592 -37721 45626 35494 -8043 -58702 5286 -56982 41687 -36357 -50591 40724 45826 53121 59012 56249 -47532 44788 -45776
r7 -64768 -33989 22024 -39243 46314 30917 17076 -44428 18746 -20051 3933 46825 33185 64792 -60390 -53497 16023 60570 -36908 -33745
r8 4640 39594 58396 -19540 56389 -10908 64798 -63475 11132 -63123 16240 9107 7607 61087 45589 13945 -13455 46437 6337 1816
r9 25057 47762 55006 -65323 -46645 -29423 39577 -45343 -42870 58703 2033 22850 -62507 -61724 -3389 -5609 48660 36161 -44329 9619
r10 24402 45174 26747 -62091 -37582 -37775 38796 -64187 7643 -64940 40545 2136 56414 63761 -43580 57513 15414 31404 44953 -54548
r11 -64337 -53564 40272 14793 20542 -18982 50586 -40111 -51484 18464 -15016 -56652 -52545 14468 -40868 -60299 -2337 -58444 7373 35470
r12 -42130 -55626 15002 -48521 -22117 -48658 35633 -59398 -40635 46729 -38460 37741 30326 -50876 -46270 4632 -52442 -20697 41943 -20550
r13 -18756 49768 6881 51956 2760 -27300 -46766 -63792 30278 -42864 12771 -20409 7465 16135 -10894 -25082 31544 -39931 1673 -1989
r14 -26951 -16250 -45477 -19084 49647 -5059 5591 -42665 -33305 33255 -64390 34423 -3267 -37536 -36350 31148 -30361 -43651 41556 -59604
r15 7855 43258 49184 -64319 -34618 -35100 -55386 -56011 25190 23582 26528 60383 9228 -35030 -44569 5897 -40275 11171 21190 -26030
r16 41148 -44024 -40193 -2058 -57778 -48896 -58634 25240 35767 34893 55105 -38617 38722 4829 -27305 52634 -21156 40466 -61146 -55592
r17 -36154 -55101 -51786 -57774 -59779 -35400 41802 -30514 -61837 1352 62362 17681 29806 -31481 204 32264 53582 3872 -55938 -20585
r18 -4415 37784 9055 -12764 -62705 35657 -26835 -39932 -42538 -20785 -37378 37783 40231 25188 41222 -28011 -58392 29064 39455 3798
r19 -18087 -45963 -25049 19608 -36323 -29673 3869 -13097 8279 43331 -51462 43427 37800 -27574 57629 42534 23173 -14635 42668 -37481
r20 39495 6286 -25221 -61304 -52382 -20068 56990 -15197 3603 -16593 59874 -53034 35550 43223 -40503 51550 -12067 35471 50197 -9986
r21 9486 41239 -46096 -64161 64047 -58633 -26969 56032 57418 28899 16664 -10858 -20511 -49330 17754 -202 -50000 55158 -35852 35756
r22 48882 57923 -64271 43633 -15184 -14815 13356 34434 39326 -43087 -54940 39051 32906 57674 -20113 -7658 -41816 -28576 -55036 -65208
r23 50650 18404 -64015 17402 42039 -49799 45818 -44105 -32293 38588 -10840 -25329 11139 20078 43817 -37879 42767 47722 51708 -52315
r24 3668 36347 -44826 59551 -51737 -14571 10279 23902 9618 57803 14715 23655 26813 -39706 33915 37999 -4028 8350 -64653 -13267
r25 579 63870 53033 11509 -27977 -7833 46566 22878 35382 8053 -17795 -31059 -18518 56039 27496 -49020 -18127 22694 -7665 -13037
r26 33661 44572 10023 -36903 38462 -52713 -34640 -57413 -25141 36282 -41448 19730 61834 -65109 46161 60856 54366 -40248 -20878 -38807
r27 -9053 -62447 39876 49764 -48635 59683 20190 14271 38712 -60412 -29426 -14749 45601 26509 -46339 -49132 -21575 11101 -51909 31619
r28 50680 36259 -57221 -55755 35088 -44989 24460 -22598 -65163 12865 -64773 63386 32443 55239 -40966 36973 -28331 20410 10144 -14743
r29 54061 -3128 -58557 19943 45749 -852 28357 12558 57023 -27250 22246 57163 54940 -44575 42343 -1317 -58115 -36451 36060 -7852
r30 -28234 27799 41737 -13526 -30610 50169 -43413 -60265 31860 -56552 -50259 1609 5743 24426 -45758 27974 -32520 -55039 -10568 -30831
r31 43172 -10200 -33442 28020 -48494 -47020 -44990 -36416 -2151 28648 -27612 -38885 -48161 2065 -52274 -52823 4376 55648 56318 43091
r32 38664 34132 1160 -55906 -43268 -49810 -18816 50039 57857 45500 -3364 -2349 16863 -48348 -23253 30863 16145 -10249 -2454 32985
r33 -12297 25773 6694 23231 46765 34716 -40100 -38369 12732 -55029 -13978 -46915 40708 -43791 27637 -41779 21447 -31111 21801 -13019
r34 5571 15293 10650 -59001 22112 -26957 5868 -45236 -26133 -30419 -60894 -19632 -52061 -19734 54742 1656 -50652 -47178 -39877 7849
r35 44802 14082 42783 -4705 -61651 -15728 -22040 -58132 56115 -44990 -993 -45557 -45725 63421 -33956 -63464 56121 -19263 -61488 -48077
r36 -33577 -12852 22293 26969 -16717 43053 -25589 -18849 17336 63961 -16399 -51280 -20970 42526 36298 -3618 -8324 -28430 17117 -41513
r37 -31987 -48489 22864 11141 42506 56800 -54111 12641 -3463 31465 40316 -64990 -14899 31220 22992 57456 62062 -13486 -31643 -21402
r38 -24542 21237 39336 13190 31362 -3792 2832 -27664 -20213 -6752 -17995 47896 27339 57125 -43947 -8216 -42260 -35582 48384 -41201
r39 31418 31740 -49197 1555 38832 -20092 -19824 -13357 -53318 5941 54342 26331 -29516 -52845 11574 20251 -9329 -20449 -65213 32398
r40 47837 -64216 24652 -35272 -14804 35371 -62499 -51816 36314 34979 16382 -64369 3822 60470 24540 -14410 -31350 -23860 -30717 -51747
r41 -47711 -29396 9497 -43004 -20046 -49477 -52590 -49810 -2094 -5241 54802 17063 10743 55083 62587 27257 -44264 16399 14200 -24502
r42 -23604 -39738 22595 7326 35143 -4520 -46482 -58978 -19808 43336 -60860 -24926 3774 24983 -10557 -27497 8125 46331 -55847 51305
r43 -28820 27270 9438 5930 -17771 22568 -39834 -61290 47579 -10940 42835 6701 48730 10373 -54449 11256 -42215 34865 -42438 -30227
r44 -17744 -3885 53733 -53983 -22923 29014 58933 -44284 19526 -14618 5455 -2843 5319 28053 -15285 55798 -49284 -64817 26884 -28859
r45 -16105 -20933 -24261 -16034 33065 17538 25787 -54134 -48975 -45023 -37802 -15585 -542 -18720 56595 33470 45718 -52808 -6602 45171
r46 -33101 -16709 -47325 -38327 4635 49671 3613 -11899 -9125 64016 -21156 1686 17224 -34961 23886 -25270 25050 16880 -54397 39446
r47 -58623 28703 -47158 11295 -61303 -42049 -59120 -22242 -31689 -45342 9429 59233 -58204 25250 12361 57930 -62631 -62499 21902 -11163
r48 -38697 -54829 22162 -53627 -15621 11731 19081 28155 47707 -56658 13333 -49357 23360 -11532 43893 -11762 -25736 -6410 -9611 -31509
r49 54364 -42924 -1499 36268 -44267 6953 -40511 13172 32412 -43076 38532 43753 -19834 -50510 19389 -48572 54491 -53157 58226 20674
r50 -65492 16319 22709 -15501 -37228 1004 36707 45824 57969 19620 -46774 54706 10621 -27654 61866 34460 -46344 4076 -21714 58293
r51 -15724 -63192 22469 -36602 56319 41601 -223 -19452 -44410 -21627 59876 -49976 -53514 13091 65493 27785 -20024 -31332 59377 -47063
r52 -3409 -17093 5033 -35475 -62740 -64294 33466 18208 55490 39706 49500 -31834 40221 13101 25108 18488 42857 37942 25779 -44432
r53 41094 -53954 31751 57741 -6503 -41010 -65503 -24449 29982 2266 7711 45450 -48393 55325 10858 -12622 14220 3734 20975 51838
r54 -45075 15614 -9352 6533 -50643 -55343 24132 -12083 31796 -32001 55500 -54184 -13435 46903 2716 -47978 18993 -34205 63794 -15594
r55 -3163 40125 21256 15376 -36919 -4907 44664 -16264 -47995 24294 -48826 -6973 35709 -61748 -10665 -33175 -24070 -29557 -20755 -39934
r56 -53245 -5529 -7582 -7043 -35208 -44356 -36347 9281 29544 31158 44064 -22486 -34070 -61233 36281 -47884 -1711 49650 -45096 -27915
r57 -28702 -4957 -64311 -31604 -41150 15083 -6630 -19345 -43790 56364 -39040 -60001 20936 -29012 -7197 -24282 44601 -51416 -26528 31954
r58 -33408 -25333 -1297 -14726 -26692 30884 25148 24124 -12819 29393 54213 -29877 47211 31583 -17434 48768 49087 55459 22436 60553
