mTable47 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 61123 33531 -36622 55221 -38853 -14539 63825 31787 -7601 -43339 -17568 20315 61216 -39722 -19062 7608 -57634 -63008 8980 -11548
r1 -64957 51443 33175 -41985 40796 43310 -53862 -4905 49289 -12733 -33072 -41967 56543 -23935 52844 -5846 -18011 55506 -3685 6072
r2 -40802 29681 -269 -35265 -8621 52448 24808 -19393 -55523 46548 5228 -54782 46127 -11178 -29476 18961 -53678 -5780 10045 -23634
r3 -14102 6431 47905 55247 63383 -15763 19706 47572 -31090 2435 38723 -10726 8783 46135 43837 -10057 25294 -64565 -59846 -8252
r4 15607 27285 23837 -39137 -25237 31169 11753 16298 -1454 62983 62818 32575 -16520 -28691 57941 49850 -3765 -42511 49397 -59537
r5 41112 -3466 25200 -64524 -56157 10181 38442 -22181 -30678 57178 -57788 1333 -51999 -29111 35452 34533 65428 -59411 -45563 61932
r6 -60068 -49026 39218 63987 -49092 55614 39646 13318 34912 14317 -50069 23882 -19863 23801 -51026 -4137 21446 52398 18644 48692
r7 -53863 3936 35452 5721 -45793 40984 -37506 24035 21261 -25700 -30841 54003 -53816 -49474 -64882 -17867 -22837 26900 -51647 20921
r8 -4497 38748 13676 -26698 -29607 -39861 -5542 10232 -53266 -44632 31485 -54826 -64799 -48908 -56473 -57714 -54784 -31783 -39767 58997
r9 48402 37165 -19940 -58579 1749 31952 -20533 -11964 -53681 61164 -36755 34280 -32657 29277 -1334 9841 -57997 -40138 25788 -26253
r10 -15111 21899 4369 24574 -32060 -18106 56278 -60083 -64064 19695 -65324 -58085 -47583 -18858 6632 -17252 38880 18333 19164 61939
r11 63883 62552 -24041 -55473 56282 52800 2806 15264 -62604 -6455 63017 -51871 17474 40282 33298 56008 49267 -11991 -40547 -27165
r12 60932 5242 -27013 35773 53995 25905 -43293 -59889 -16552 30709 -26805 45319 63151 39754 46484 2454 7117 -29659 -49767 -11436
r13 16262 -46195 -16762 6374 -47875 -59082 6512 -41772 -11886 4132 46762 12002 -36542 -63141 38873 -52906 -6705 6584 -32909 -48862
r14 7971 -21781 -28418 -43513 -49842 -65144 -61107 42078 -64409 38339 55684 6347 6347 31799 -6237 31720 52197 -58624 -37014 -17535
r15 44668 -38196 -21804 61035 13962 34 26327 -13706 -55889 45943 20772 -26046 -43305 -49283 -4018 19810 46194 -57539 -37813 36083
r16 -6235 60226 -46001 -37404 18841 -25593 -10293 -12902 61559 36550 -27041 -31799 -49296 -31812 47997 956 -51341 53162 50078 30878
r17 3502 -15786 5832 45682 -48034 59826 -6062 54422 35956 -60396 3873 -28225 -10405 -32445 17632 -20025 -41525 15665 55479 -30332
r18 -57869 -16281 -944 -49477 -31137 8495 13089 39441 -54244 52628 30310 -43179 11119 -11723 -1786 18014 -48220 -29269 45614 41739
r19 27621 2378 -977 -20238 -59016 31510 13251 39044 26191 -22019 -30811 48267 -15433 40650 -41933 -50432 21122 -37647 29254 -13441
r20 39150 -31374 -13392 59974 -33964 52686 46245 50121 35408 -6897 48291 -8925 15939 6565 6706 52800 55403 -13616 -62902 45417
r21 -15324 -59731 36691 32854 16283 48860 -10986 -30792 33070 -5152 54497 -56357 -54789 -13490 -11925 -50862 54693 -13073 4207 -13909
r22 25022 23356 -59253 53323 60720 -23558 -3781 -36702 17068 18890 2322 -23926 36547 -49838 141 -30472 -23496 -22860 24572 -47831
r23 -32491 -33143 -50130 50669 -30614 11959 47160 -26934 -20870 42446 31824 -11190 -61294 23312 43990 61858 -52179 64352 -31087 9262
r24 62204 13982 87 49943 -45793 -64299 -48360 -44942 -54428 25390 -51724 -3321 -6033 41919 -27842 17214 -63213 -48186 -1746 50551
r25 36317 -25592 36439 -18045 -21642 41484 64290 53782 -47571 2583 -36875 -32584 -60921 42085 37961 52885 -12842 39300 -20764 17266
r26 -47673 36042 14589 -13372 30468 -56633 -45836 8406 43880 -54505 -44373 26820 -60363 -10538 61405 -21356 -11270 43392 -65379 -38941
r27 12534 -8674 38902 -18753 39572 -51001 -20758 -15720 -48 6842 44874 -18825 14213 -31957 -18932 -1947 -64107 -55647 -28822 48962
r28 10783 -48840 -46546 46678 47147 54760 1856 37920 35365 10782 -16823 -19121 -32883 -54980 -61931 26849 40220 16235 11686 -3676
r29 18416 -40674 6891 54283 42008 30191 -13411 18706 22950 -29707 -6824 -30442 -20797 -14206 -23872 47046 39058 38155 30328 -14203
r30 47747 20959 13150 59314 -21204 -33506 -22513 49258 -6663 26941 31874 9810 -46001 -1881 -32655 58235 -20294 13892 -4475 -10796
r31 4532 -6311 -22916 -62856 -21648 -23964 -30056 5245 39866 -40644 49739 -41525 26305 40929 -21225 -3792 12136 4394 -62900 60559
r32 6772 35338 55093 -9057 60828 -22370 -30037 56307 4134 34705 3507 39982 16014 -54809 -37707 215 10774 -26854 46969 -50093
r33 61693 60692 -22282 -28535 54017 685 -40447 65426 -4525 18657 -10607 -43955 -45362 -20267 -44100 56436 -33622 17020 39818 59283
r34 -64109 -64704 22240 -19960 45186 -25819 -24258 43378 -21413 -32680 2518 63345 8513 36942 58344 -43626 41593 -54264 56530 52009
r35 -7868 19863 24755 40764 33439 60066 348 13433 5238 -4792 -2214 21892 31141 31646 -28362 58159 5982 -59486 54696 -11891
r36 -47892 26551 51278 -54359 -2515 63329 26146 60404 14653 -55485 -25088 55811 -19112 -1026 -59319 13039 -25038 -24629 13012 -21062
r37 -5955 -49334 64160 33253 -52602 -32524 -47235 26703 -31920 51066 -37156 24554 -32974 -34478 -11182 3672 41411 2017 -34924 61702
r38 32150 32481 -17599 -28481 64696 -45463 46841 59092 -40615 24515 -41896 -17808 20029 21549 18785 47564 44379 -52954 23705 8408
r39 9594 -14342 -27846 -58143 3992 -50703 -22768 5837 14896 13192 35740 -33462 6393 50255 -15267 -54590 10775 -2113 -52457 44646
r40 -55738 -41973 -62140 -2029 -1831 -1056 -25533 -62235 -25977 38902 39460 -51938 37902 -21983 29640 7094 63983 5268 16769 -29247
