mTable36 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -36445 -46237 36563 28873 25599 -52270 16578 21797 49834 26947 58462 -17861 -35343 -46778 -4277 -40056 -25956 29230 -57017 65269
r1 31108 5516 -42214 21620 -22187 13568 33493 50977 16642 53650 23247 20986 -38464 45896 16937 -48817 -24318 -34999 -64322 14869
r2 62268 1270 -16738 -41815 56455 -39088 -49032 35583 35291 -37710 12529 8513 42572 -31010 -60510 -20755 24221 -45267 -9329 -20724
r3 -1095 47094 62113 -28813 -61418 56539 34001 -84 -23657 -56853 -16948 6004 -64481 -5980 21855 -12568 -9179 -65204 -61763 -51343
r4 -18304 -14477 22845 -11431 39902 -60062 -5267 -35896 -9885 -40009 -18790 60652 44712 -19608 2346 34621 3346 34075 -17494 32355
r5 -34067 -6328 33450 34588 49541 -60602 30605 37906 39931 30653 -58833 -57877 -19804 -39468 -39740 -51525 17185 62150 -21124 15805
r6 54753 9100 36943 55561 -64122 923 8591 -4120 -18534 49709 62199 -22560 40768 64288 -8784 48690 21942 -13780 -15547 37046
r7 -53283 -20026 55902 -3883 -18449 9113 -62287 61187 -54050 8047 -26976 -11744 15847 -8180 -56934 -15629 -18434 47082 13910 -59940
r8 14215 -61878 25272 -55838 56655 57084 51316 31260 50156 -57396 -55023 -2497 50488 28050 15844 32689 -62323 -58433 8272 36132
r9 3540 -55442 -36278 -47588 -51494 -59466 -40956 60327 29218 -40687 -16344 41117 -30451 6798 62261 -5612 -29844 -54934 -42294 17776
r10 -14310 -12815 26458 56709 7106 30833 45288 -59250 9140 -34037 26371 -49405 -65046 -49354 32905 -40733 -45462 43642 -31413 8690
r11 14281 44321 54037 -29234 -46547 -15350 10451 53485 11742 -20241 -24849 -26033 14407 21915 1701 57259 -38234 -8042 35193 22600
r12 -12040 -59255 -36244 -53952 -26117 -43520 2861 8380 -63543 -36008 -18720 -56696 51697 54003 -3810 -36299 17496 39669 55693 -35694
r13 -29847 -19663 28591 -7694 -33010 -46414 -28513 35583 -23992 45958 -25894 33530 11929 -2115 59609 11788 34823 33234 60924 -39907
r14 25640 53267 48834 -59016 -34037 -35752 56478 59787 7913 -50025 13327 -50845 -38494 -8903 35686 -5952 58803 12253 40668 37058
r15 18306 8643 57449 32293 13876 7586 -35953 13502 -60802 -18469 -52944 -62662 37740 19292 30890 5352 50474 14802 52785 41583
r16 -39071 -58335 6676 -47539 37594 28902 56959 17229 33199 -9061 25941 42679 34399 -48442 48165 26177 63053 47264 -42656 -39106
r17 35754 -46840 45985 -30363 10993 16682 -19657 -51911 -57902 26064 35608 33350 32178 -50004 -54524 64422 57092 40197 58970 -40386
r18 -9560 560 -767 -54290 -45075 -5360 -865 59540 24532 -41194 -56102 -40838 10779 -62447 -15967 54929 -47308 24543 -39282 -39465
r19 55090 -26596 -42931 40578 -16056 -21561 -11817 -31800 34346 -59266 -4959 14697 -40001 57765 -5174 -49704 -3031 -32012 -54788 1780
