mTable34 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -51819 -45360 -24096 56274 55477 19984 -64637 654 -64547 23120 20568 -27748 50028 64404 17710 43148 26820 39862 -22023 36621
r1 -23997 16331 22962 -18127 4355 -39674 -30008 1003 -10035 26782 49668 -14955 64139 31366 -45345 -31788 -16475 -13830 -12229 54092
r2 50961 50539 8189 27025 -29855 45786 -28310 -742 36631 47068 -58482 62127 24656 -51125 -44638 34315 7467 62874 19884 24835
r3 51287 -32236 -59407 -20584 1131 29461 58491 -37506 -36515 13465 -57386 65482 -17117 -9703 -16861 3313 -21736 -33885 25183 -60944
r4 -43783 52499 -29862 48846 47956 37363 9710 34513 -64353 -40775 313 -7312 24568 -34085 18154 23056 42419 -13655 -62161 39121
r5 18621 45266 44811 -55111 39161 -20654 3917 -28174 -34898 -38875 15627 63876 -20644 11765 -44740 64438 6689 -54402 20239 -19399
r6 29602 -18059 -8756 -41434 -4301 55132 58604 54921 12734 13346 -25667 -47090 -29211 -9727 9404 -1848 36359 -52968 -42968 -49489
r7 11326 -14991 -21158 -29753 -50689 -15753 54602 -22474 28800 37474 -56592 -30089 -29400 6361 7033 -13253 20773 61165 21924 -29082
r8 -19382 -50072 -18707 22446 -16303 -5608 49745 63376 704 15441 -14996 -47781 -20145 -14590 -18352 -52942 14288 22115 -56082 49405
r9 22686 58453 18923 18669 52659 26600 -4474 -19928 -60114 -44619 30107 -6708 9404 -54616 -57367 18179 17289 61814 27726 -39227
r10 -43069 10796 -6808 -62605 19789 30275 -50531 7981 -52067 -47923 -8531 -47322 -24988 -57877 51883 -34354 -53033 -42941 16192 -13120
r11 -51842 26906 48491 4245 51643 -15168 -15853 29069 13757 -9779 41597 -12653 61418 64981 54505 -8287 13647 51815 -96 -42816
r12 -40388 -54245 -36401 -55979 -64100 45375 -49049 58449 -11229 53209 37596 -13308 -52183 -20441 43661 21592 22180 1429 -39124 61207
r13 -34090 33362 7203 46330 65153 16568 -20743 37 21553 -40944 -3225 -25387 16683 33760 38374 1304 -17181 34637 -52617 53975
r14 48975 38034 -56244 29628 -40785 -62319 -14241 49424 3337 -31918 25363 30744 48127 -28857 -10286 -2548 61765 19553 5038 -44623
r15 -61603 10781 17778 59779 -65485 17704 12389 -39133 -39612 40563 -31451 -37601 10988 -6361 -50802 55203 48187 38783 -46769 -37054
