mTable25 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -21535 -58376 -16150 -21788 40453 2826 -25958 -33771 11095 8148 -61941 -9313 -47877 -44480 1232 62924 49761 27566 20206 -5803
r1 -24426 -10092 15363 3858 -54602 -3464 43797 34801 55217 -40265 22043 47112 965 -53247 -2869 -37808 -18834 24497 59536 -57891
r2 20123 8542 199 -13931 -42427 -14469 29549 -37907 4669 -26409 -16962 15348 -22772 -41542 -43470 12905 16350 60129 -8583 6184
r3 -24383 -6347 2079 -6430 21660 -61320 -65494 -13790 -36854 -38354 -52895 40651 20550 55477 -5555 43713 33127 41765 -45220 -12378
r4 -50680 -8109 57834 -13396 -15313 -46076 14993 8826 -9664 48000 21601 -45415 41006 -8045 10339 -56824 -53279 -18170 -25991 11794
r5 -36355 -32461 -3909 30970 62082 -21507 -8134 -34114 30737 45026 -28674 25209 -49931 62837 21768 -36208 12157 61627 -40954 -13484
r6 9915 7510 -49110 -57337 22132 -44066 -39425 -28619 47407 -45234 32015 16343 1853 42893 42190 -2302 -10296 47176 -5851 -15538
r7 186 -45361 -30354 -39444 50612 -53101 55378 16609 28934 31851 -46142 -37821 8732 -9097 -41182 -32922 34349 -181 63551 -8682
r8 -16120 19563 -39769 49861 324 -13756 -48467 52285 38715 -63321 -17151 -2218 -36538 -57155 11484 -54726 -59917 64390 61085 -23525
r9 6269 30893 -17821 4232 45715 64246 -46769 -11697 43932 38247 -44071 -56979 -7261 50815 -2995 -12819 41459 -10785 -48421 58497
r10 -1936 -25959 11912 -23178 60241 22245 22576 -769 1739 -1972 55607 54963 34161 44967 -63315 6709 -45131 43364 -35697 -62403
r11 35078 -8705 26336 -14127 -40505 -3132 -12584 -2319 -49285 -24753 -4827 15080 -4220 -32994 -20041 -11284 -56690 -18886 34477 2159
r12 63466 -62610 -6261 7850 -63012 5744 33676 -41416 -56878 -41860 31522 -39953 -60086 -17124 39251 -15229 -26759 -50256 -11397 -61095
r13 -33300 41326 39041 -57141 -54846 10080 36260 -54577 36190 27403 39024 6557 -4620 -39548 -60558 1011 45193 -43790 -42523 36413
r14 -17180 -34542 38923 -13340 20314 13854 -49246 58393 -61655 4669 30946 -6080 14819 -44955 -20097 34965 -29238 -43285 48674 18430
r15 -54965 -12079 53786 -27164 61998 32937 -28805 41848 -17083 -25904 32894 -24157 65415 20098 7220 36846 62099 -34556 40267 -11877
r16 18816 26856 -38641 -20445 -3879 -11598 12879 5102 -54122 -5186 15108 -728 63273 -17123 -60655 13882 15475 -51942 60381 18579
r17 24763 -11710 -8749 37580 34271 -33846 -42560 24330 40016 43186 -14701 1618 -61302 63917 34218 -45476 -47416 34838 13332 -12247
r18 -22178 13584 -1027 -16387 63624 50536 -36063 -58161 -9254 -59337 -55902 -61949 -16224 28016 -44425 29137 50871 45274 51575 23671
r19 -8713 50114 -60340 -19294 1920 30352 -48510 -19508 -36137 22278 -42776 -46292 35226 49206 -13018 30084 -55384 -147 -35271 -11548
r20 14037 -52889 5405 -46233 36929 -54942 26635 29154 -62740 -65246 18189 -35795 -35465 9908 55478 4826 24656 -57298 55528 15460
r21 28776 61657 -40143 30920 43940 -38190 -65434 -50172 48102 18418 -37946 40739 5699 -56281 57751 40238 8072 -19266 36824 -33369
r22 36312 32411 -16586 -10915 -27217 -22059 -19311 40313 51416 49636 64697 59963 24387 57513 59084 52342 49859 -55753 24 -14818
r23 -23819 -43139 56094 -57272 37072 -37263 -34612 -52091 4309 8352 33201 -64219 -13870 19382 61573 62774 55734 -9910 -32537 61447
r24 42849 63664 8915 38954 16140 -36999 5597 -56575 31511 17761 58728 19348 46847 -56588 -40479 -57945 25894 62364 -10567 2000
r25 45388 34136 38334 56760 -58049 43106 -65476 -29849 -46572 -47083 2296 -29126 54697 51700 -62624 -17727 -8614 25948 2438 -36497
r26 -31228 58985 11319 -8607 16051 -13979 63679 12089 -24568 -35811 58750 -45134 -57597 -61774 -43058 50931 50620 -29654 13127 -5454
r27 -65371 705 3497 61817 -16205 45204 -13129 20689 -33748 -31187 2304 -56408 5468 56459 9971 -18918 -16300 40924 51431 -3717
r28 -38812 -32234 42578 59307 -6110 -8941 -41164 -37512 -39474 -51200 28573 64311 24037 -17519 22325 62879 65535 -19489 -49583 25579
r29 58814 -2885 34130 -14982 38863 -50098 38467 -15157 -25795 -30629 61720 -45538 -64214 -24659 -35839 -40767 3291 -50625 55119 21261
r30 22315 -14546 -54062 -65012 -26272 25895 -2573 16789 -13526 -49690 26812 -11404 7035 -55517 -50397 36665 33037 48839 -1300 64149
r31 -14086 30453 58942 9127 35855 -8894 28794 -54874 3639 -25760 11134 34358 13387 -52585 -59142 260 17335 -12206 -25944 -24726
r32 32125 -24928 4779 9227 -43297 -33826 -3373 -63470 53980 -60234 14670 -37872 -19809 37887 -7885 -51312 28303 -34009 35342 -35255
r33 41678 -22358 11687 10245 -64869 18493 -7924 -7017 30837 -3096 -65440 -18609 -59515 -28701 -31353 -1093 -41152 -15983 -5496 -1850
r34 41841 -60434 47035 -62616 -22708 -18517 22617 -20872 41815 -37179 -33243 29398 -27511 15327 -37118 -49815 51381 -11879 63322 -5180
r35 -17612 47418 3330 -24910 144 8447 -27660 45578 42328 31348 -40407 -531 -3569 -6897 61884 45348 -33205 39446 -33276 47836
r36 -35932 -3590 -45772 15677 52306 11940 26370 -49865 -50513 -15916 58666 -24002 59135 -48839 -3216 40125 31270 40319 -13623 170
r37 -44854 -54230 44095 -33038 38317 6793 -53528 35018 -36574 22304 -29016 19989 -29247 -42044 6130 16859 33554 -13640 43891 -49605
r38 -11787 -11497 -40345 52730 16798 30853 -30125 62435 36074 9268 27760 -61774 39561 49880 -29536 20781 -47630 56965 -46604 -36721
r39 64378 -49404 -39457 15928 23017 45269 -29520 31536 32794 -103 -32081 56516 60357 -28298 64464 -57409 32245 -34655 -41449 55941
r40 -35457 -43207 -783 -22523 -10713 -2736 56464 -60428 -2674 49436 -13449 -42225 -35549 -44125 -64235 -15485 -1741 10009 -34157 42899
r41 -1691 -40564 3269 35999 11814 -23463 17557 -25720 12803 -40583 -55901 -54458 -25013 -1928 3411 -14621 4778 59170 -28159 -11644
r42 -18952 -60929 -31501 23870 -64002 -35647 62278 17116 -48260 872 38290 34505 -47797 -18321 36211 -17917 41834 -13442 55771 23482
r43 3220 32348 62848 -3521 3314 45758 5963 46115 -4242 -13145 -18708 -48515 -57602 -36889 2528 -8863 3203 5091 -2921 -20073
r44 62418 21279 33238 17753 -52438 16643 27780 -1119 59105 27636 38466 -65061 -24417 15156 -3952 -10247 44299 5693 -58190 53051
r45 -21480 54499 -62013 34071 -50016 -32826 -5922 -29390 -21118 -46196 -54247 65495 58024 48311 39799 51138 -14489 22655 -9374 35057
r46 -45022 41741 -27448 -21669 57161 47280 -12750 -21690 61445 -23612 14618 60113 -60210 -23302 50749 11284 -12812 -57340 57410 47524
r47 29259 -42585 -37419 -55304 9039 -49301 -57787 -45355 -2962 40130 -10789 -33775 37839 38890 -52512 46306 47780 -6530 -30208 47543
r48 12199 61659 -54463 -38650 326 5258 -45544 -44874 5653 47219 -57884 -43370 14035 33832 38549 10160 -60465 895 7620 -18941
r49 -11096 -5526 -55096 -54098 -16776 -6516 38423 63905 -60595 -51871 58334 37881 -33649 39037 -21109 -12038 39915 17923 3678 -47705
r50 -29285 37478 -5010 -51063 44847 42779 -46108 -28389 -35144 -17373 758 -40590 9261 64359 -42048 2379 43848 65301 25966 -43349
