mTable3 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 40950 -8655 47373 12441 -27308 -24749 -6955 15202 4406 41706 -30702 -27183 -66 -30840 -24233 -10726 -35473 -59317 44408 -25006
r1 52474 46566 18934 5854 19429 64172 -24103 7518 -15119 -21048 40717 26276 -13501 39698 -44592 -40449 62686 -11979 25551 47933
r2 -37818 -41035 23514 -27952 60675 14986 -23822 35863 4107 -22336 -23 -14356 26486 45307 -5513 -21378 -60000 -18768 49633 -13948
r3 23981 16243 162 12901 29253 -8053 10932 48372 -42199 49658 32431 -8472 50317 17349 57092 9612 41705 -36942 -53237 -36029
r4 45833 -61620 567 -56760 -55822 -10739 -2349 383 -1798 -37130 -5916 -16330 40358 -49578 53127 -50643 49815 -25782 35930 24967
r5 65138 -49266 -54412 27693 24403 19510 -58183 21582 45830 -9346 -42673 -1934 547 -51882 52749 -21291 -46375 -33749 19295 -149
r6 -63495 42979 -34988 -23897 22150 -18190 6557 -58969 -1689 9520 -16821 -11652 40155 48739 -47567 -38762 -23446 56488 40236 18439
r7 52542 -37026 -9365 -43951 -54292 -3486 -27706 -379 6444 -49049 -56615 26173 -46603 -40181 -2893 45974 -51625 -17015 -10134 -4594
r8 -64964 -50048 13734 -62866 29315 -54232 14543 49181 -37842 47709 -2106 -32386 -43382 57998 31644 -34427 64353 33937 -35446 55918
r9 -29611 -39529 -43968 -62621 -65342 -30709 46859 44345 -18881 52242 -48623 -45321 -19295 876 15326 -29113 57050 33997 602 -43995
r10 50457 -58792 12450 23401 57812 -51720 -10462 -9730 -42483 14753 42820 32545 2641 -56836 -1609 63010 33452 36473 60532 29281
r11 52900 -39052 17195 -62265 55771 -16776 13461 -32997 61101 -44980 -44851 27237 26671 -2880 25367 -3220 -4381 -25035 38079 -39664
r12 31250 -4813 -53837 -38044 -45825 8201 -213 11552 35224 -1916 4301 8082 -1658 -15266 19766 -40353 -47113 -57652 -19632 23157
