mTable13 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -39180 4840 50747 -6757 25574 -56991 41604 50843 -45079 61967 43123 12244 -48847 25285 36653 -62301 49726 -19550 10017 41448
r1 -48359 52086 16402 -23226 4195 -50287 60199 36828 14599 -13855 -56088 159 -3081 61106 7733 -43692 29635 -62650 -48101 -9014
r2 33341 27488 52714 -5284 -47490 4941 21466 23451 -60717 -13807 -35338 -61233 -50080 -64522 47056 22069 -13652 989 -20427 52685
r3 -37607 -36789 -62311 -37537 -59147 -9115 9555 57485 -33904 -49315 -38501 62367 24435 9571 12234 -50038 -15390 -25871 -47020 -52360
r4 -31642 49615 -56731 46666 -7910 45405 -62158 -41442 -32418 30977 -30019 21682 41811 14117 -64456 -50573 17476 19282 -60305 -35466
r5 5821 -22888 2737 55900 -44106 18389 -61995 -14468 -48719 4964 38264 13218 -1185 20731 2594 -3021 14140 19177 -496 5087
r6 61013 -43963 -15868 -53319 34204 58991 8765 1308 -44627 24213 -2754 47222 -10763 33135 26375 -62315 22921 -5253 46375 21113
r7 -38084 -50499 -17101 16787 5101 -43480 16500 7003 -64498 -51615 9549 42985 -117 51165 2024 7348 -10870 61924 -22363 33730
r8 -17411 -30182 -23081 -15028 -53431 15881 28226 -55549 -2943 -43405 -45889 31511 58406 -11447 9027 42955 -26689 759 -3002 37769
r9 -3847 10038 12584 -40369 55529 -51461 11750 6056 12160 -30616 -17429 -56538 53445 -25258 62065 20622 22700 -50847 -29840 11261
r10 -64636 37384 -18873 -65314 58596 -31909 63128 32221 -25894 59720 40293 10399 7201 40777 41387 19204 39542 52190 -44316 24296
r11 -7816 3776 63969 -36966 9530 -65396 46900 24973 -60415 -34675 -53981 -56218 -7784 5744 -7954 -20496 18712 63611 53860 -33305
r12 -10295 -21862 -35521 5961 63070 -24650 44019 63557 -64809 -63502 25952 30837 17239 -50312 14172 33850 -35065 36351 29961 64928
r13 59954 -34381 53013 55723 -17674 -59633 39770 33562 4429 2163 -9875 53623 -15225 46419 -30131 31608 -19557 53104 49870 -26039
r14 -14209 24401 61255 -6575 50514 -11332 -34518 -30647 -53666 -30153 -46400 4509 2174 6591 5957 -19908 11033 47425 -45631 42869
r15 23374 -63732 -23861 42909 -28200 -12029 52496 -13749 58844 -46509 39401 -65166 -36781 -34279 -37458 5066 6101 11825 61972 -7273
r16 -55550 29065 13350 -23765 64655 -18149 -42516 -24278 12092 -11480 18381 -10565 -9019 -56405 -4534 -1946 -64904 25033 44453 13693
