mTable8 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 24582 -22254 838 -54104 -22602 -43441 40464 -52337 -39928 -34261 -48600 -48323 -1699 25092 20021 42012 10235 4633 44265 -34414
r1 -14956 34422 44148 60347 43318 -33635 35353 -21574 17470 -12043 -43322 -27584 -7915 47550 39911 62078 10707 -19066 -59211 1927
r2 44360 -52329 15268 -32311 21189 -64918 -52730 -25906 -47014 13716 26422 15540 11934 14058 31447 -25349 63899 -60342 -31217 30604
r3 -33499 -4888 23780 39013 15749 -19502 56610 14847 -43547 19271 -58686 13768 -7534 -31745 -50118 40285 31313 64721 -12733 -53835
r4 -50220 5415 56790 -27610 -65290 -19991 -16606 44927 30990 -15015 -60963 -3476 -2461 -49982 54917 11287 65315 31970 -4144 -36474
r5 58303 1249 42214 -21392 21682 36878 -47968 -51121 -29056 27232 -1426 40173 -32393 152 -65307 23967 3108 59940 37381 13460
r6 46610 -45884 20722 56506 4216 22926 -19782 62588 -13487 -8193 -30734 -48367 -25210 8028 36244 -53744 43837 -44466 50386 31255
r7 -61861 -728 -35604 -44172 -1586 20335 -63360 -351 39316 -23106 64217 -2440 -28693 22944 -43801 -2113 57407 -1042 36994 -44796
r8 -44352 -48253 -60639 54120 1285 57958 33344 -34601 63411 10642 -44870 16430 -44141 31457 47203 -55114 -56405 -32485 -25192 31552
r9 63188 -1950 25817 -14202 9788 50411 -22302 55143 -49542 42457 40547 57769 -182 -31520 65126 65030 4256 920 7099 -12960
r10 5538 -31953 -21148 -22578 -8202 -44836 -38189 34617 -47400 38914 -1957 -20419 63990 46274 44944 -39293 -11565 -56516 28490 28433
r11 29289 -53552 -18427 -34394 18575 -28463 -3343 47208 -32749 -21131 59926 49915 30714 10970 -57906 19546 -33800 -2738 55432 60375
r12 -37416 14145 -34944 -3210 -20967 45829 -28370 -43242 -293 -45201 -7263 62671 44376 18682 -26003 44469 39518 60219 -14977 -7767
r13 53862 -49789 -10272 -25827 23930 5641 27145 -46278 -57012 -43742 37427 -32367 -47272 -11878 20016 -16050 -19099 -40630 -21694 -38814
r14 43196 -3192 51034 -28788 55420 30934 40978 -47028 7320 -60984 25740 34048 17850 -32398 7254 50939 -62445 48497 5201 -53443
r15 6658 10024 38305 -53806 -20085 -64388 -21791 21619 -33645 -43539 -25964 13877 -48917 8116 27907 56376 -48292 43866 18936 48238
r16 -46863 49014 27523 -23824 -136 -11870 18603 61921 1398 19933 31071 -58177 -31029 16160 48510 14614 33378 -37322 65102 23089
r17 -37744 -4621 -20958 53986 48196 32192 -60896 -63573 -1973 38173 -55785 -14089 -46459 -27116 -47894 -37385 3472 16672 49986 844
