mTable41 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 46384 -8099 -55353 4619 17511 -37984 -13409 33330 49044 21587 -40328 5682 -53451 64536 24475 39975 -40261 48067 44188 36879
r1 29907 53415 30408 -41869 -59812 29123 42565 44068 -44059 -13527 43592 708 16125 46631 30787 20940 -25061 -18429 -4463 -58394
r2 41059 57386 25827 -44196 -65468 -50933 40764 13545 29359 -27144 27938 32 13336 16667 -7138 -39230 9209 -34794 4682 -51591
r3 34069 6327 19585 -2846 -11236 2318 -14529 62948 -19634 -61244 59890 -58068 9556 10078 50303 -44085 -8892 45667 -40131 18215
r4 -18464 -39082 24965 -46143 41627 16018 -1446 -6365 15708 -54494 -7533 -37798 58151 27498 4995 22205 -46707 25638 21717 18148
r5 -22569 28738 -23403 48591 -48684 6715 -50650 -57869 -22123 -2911 -31742 -11342 -44917 60339 26849 48800 30286 44302 51169 27614
r6 60149 -22564 -7377 -31111 19889 -39745 -43818 -4231 -51021 -11596 7386 29394 64605 27691 -42665 28370 -6813 -29401 -62411 61409
r7 58540 23377 -48728 -50581 23745 -21012 -28970 -51920 -47375 44646 32544 18148 1261 -11099 -32179 62660 42356 -25994 -58908 50949
r8 17908 -6025 -3070 13158 27520 -59336 13365 1307 -56481 62820 10803 -3680 34434 -7747 57781 6952 -49459 -23131 -46076 -41403
r9 -24756 9593 -46093 -35940 -47956 3843 51602 19127 45858 41052 -22987 30539 51073 -6841 -40991 48924 10603 45479 12352 34350
r10 5026 23069 -27222 -38365 -29507 -37349 -27356 467 60676 19060 -61516 20950 49935 -44247 853 -5883 -48293 49924 39613 -55511
r11 -39269 6472 10539 2656 -1262 -39287 45663 -42319 32175 16127 -292 52166 -15764 1466 -724 -28905 9845 -30185 41299 65395
r12 50271 -13318 29084 -5913 -764 -38364 11360 -10986 51279 -53796 -64276 -6953 41669 -10186 32310 5631 -54992 -33162 49344 -20970
r13 -14398 -64810 -19943 -43026 367 -9614 -22361 -28750 15083 -3198 -44918 52318 -4684 -56378 1993 -52123 -24823 20988 -47196 8962
r14 64010 -23085 -14175 6599 -167 -37720 42046 -30959 -7562 -34078 -24628 -34763 -19021 7540 34589 -8137 49781 -26032 26572 21262
r15 -59205 -17582 63759 -31725 37618 12086 7869 24894 19583 56796 46332 -13290 49307 16847 -48301 -18231 46150 -43961 30740 36834
r16 31946 -35840 -24217 21491 -56716 60545 -26605 -45376 47199 53431 11396 50115 6434 22617 -57337 49540 -18176 52322 52031 36165
r17 -58622 -62492 -25767 34995 35800 39218 -61154 13794 24147 10107 -2357 -65101 33076 -2410 -25480 32759 -20723 -15904 -41136 57737
r18 53296 -41235 22882 -32390 37485 -25215 -15657 40668 -10456 -7271 9508 -59858 7485 31917 -35869 -38327 42629 -38817 63370 -62815
r19 -8855 -38204 47196 -10925 -1055 24628 -7130 41871 -47424 -2395 26475 -37169 -31945 25295 -47878 34943 52392 -64502 50364 8724
r20 42890 -36137 -58911 -52510 -54512 -62349 -41604 -58084 60764 40618 56133 44304 -54468 34033 16175 -55272 -61644 34309 62122 -38800
r21 -40736 -33777 -45452 43114 53064 31224 -42733 -17768 -38161 46033 -60798 -45652 -29038 -35602 34179 -18552 6784 -22773 3331 -8787
r22 46923 -52865 -25120 -3595 -3507 -6834 -31690 26649 -48770 -39300 38814 -14625 -41193 61461 -36375 53395 -4678 47355 -26461 -62839
r23 -60319 -19192 -53861 -35720 -54345 207 29617 10738 645 -16050 45624 -12127 -10772 10453 -43620 -27274 -6512 -20379 42879 42550
r24 10785 -11616 -63496 12608 30249 -25017 -11614 -21633 -27285 59792 39585 -23324 56710 -32051 -22116 3079 -13678 28306 61324 53085
r25 6048 -9532 28164 -61311 -11846 41539 243 -19357 29937 -30335 -22930 -31315 2942 44738 -44991 24616 16876 -57967 -3867 -62334
r26 -5256 -21843 43608 63738 -56224 -58046 -30878 -1351 18964 48024 35827 -20109 57312 -53671 -24232 -13105 1668 52446 7901 53731
r27 6474 55403 16533 -44521 -46191 -14135 -39004 30032 -1363 11061 62383 15310 29749 40521 8442 27122 44053 -12367 43609 59711
r28 21223 -30699 -43375 -15373 -40492 -49998 -60744 64709 -35080 24381 -30089 7937 -7363 24515 -33502 48221 36149 25177 -20698 19706
r29 -53910 -29799 -18289 15455 51284 -60201 13445 -54848 18893 6821 61516 -45795 -17447 -36185 -48226 -46849 44039 -64442 35036 -28976
r30 -16433 11786 -20819 30020 -16552 27575 50255 25726 47846 1003 3501 28546 39046 -56416 27709 57958 -4980 38519 33172 62562
r31 -9635 39993 -38186 37797 44237 -5772 -33359 54188 19905 62450 -49348 -23622 48844 33073 -45171 58939 -25183 -30397 -9643 48717
r32 -57884 -18871 -37419 -11337 27845 -28828 54447 -39163 -44795 -19981 55640 -51191 -34562 -35117 57679 -54689 46018 -1281 -37632 -14106
r33 -6515 -44465 -60213 16529 31300 64611 -42990 -50340 25737 3293 -20914 6396 -5897 39409 7144 -56811 -16757 47846 -64057 -43347
r34 -45912 63344 -63792 15392 7086 -56334 -28780 -60599 -46641 -22459 3775 -45251 65307 56691 54304 25768 -13518 20979 -37887 -10708
r35 -25461 -3090 11247 9375 -56866 1051 48414 5333 -21991 25527 62410 42993 -44777 -38443 -30000 -27232 41899 -15440 64142 -11722
r36 -9915 -56985 -54679 16762 -17400 -16993 24630 -45093 1636 -28962 59705 4706 551 -58956 -40704 -33967 -32628 57580 -8414 -62935
r37 -10143 -11668 26019 -63771 4716 -6327 28721 42802 -22650 58601 -27158 -30956 -23638 31690 29336 58302 -22249 1132 43105 -56903
r38 27128 34711 -26540 -52308 -1453 40069 -42322 -64012 61628 -12022 -36964 -2987 40830 -1263 16441 22268 -2395 -31831 -19214 55534
r39 46261 1494 -36293 21325 -52839 28831 -4333 -45870 15120 -9120 3358 -61115 41593 -5813 -44401 -10876 25765 45441 -36223 47401
r40 65233 3672 3848 58456 -45497 -52940 -19039 41114 -20217 -47447 -64914 -20504 -56618 41770 -21343 44655 16748 3687 3096 25532
r41 28347 -58633 -24084 -25944 34571 -35780 -10973 -12649 12637 34044 38741 -3054 57255 17435 62183 -23895 -13852 11950 -32407 -43757
r42 60278 35728 43438 -31176 -24491 -65432 10134 30864 -21575 -15723 34981 -64435 -56051 -63782 63729 -5357 -2794 -751 62056 -3103
r43 57951 -39546 46464 23684 -40132 7945 15238 -24966 -37386 -42177 13268 33341 -64577 132 -43428 -46872 11608 1508 56126 -54275
r44 50347 -6628 3691 -45823 49903 39362 64961 33921 19417 -19245 60167 -4000 6027 39562 18684 -792 -29441 31556 11252 -48251
r45 -47977 19541 17978 -12066 39774 -15348 -27987 1029 -11302 -12926 -20668 48137 -46329 1597 37421 13545 -39404 -54775 34336 -33805
r46 -10430 -15093 27645 -21 60541 -21465 59471 -30540 -6874 46634 -37672 -54681 33277 -3944 56073 42367 -62177 -34468 -39463 36359
r47 60042 31245 56117 56440 10354 -30843 -10122 -14776 53099 33209 -15134 -65165 26742 -53667 64397 54444 -41286 -50440 3787 -4850
r48 18342 -23228 -47822 49558 19578 -61545 63726 -59531 7159 -5107 32399 44656 -40563 -3296 -6893 -28385 -7930 44789 13661 58250
r49 46570 882 53718 -45119 -1870 -51442 -29674 -7051 -47094 -14335 -60249 10645 11784 45759 -23578 27869 -63165 31901 19773 -30392
r50 11424 -36555 -37108 -6760 -17089 18230 -51463 -58427 2307 34548 -41327 -12711 -2451 -21123 14431 -31048 42418 64860 -9138 -42273
r51 -24474 -45689 58445 61421 -46063 -35870 55037 8975 65344 18552 62322 -35832 -42745 25704 -24715 3300 -45383 -50400 3771 21371
r52 -33673 57402 49899 -64379 20487 64473 -3724 -19101 6211 17036 64476 22683 -12910 63165 47099 -12725 -54151 -39428 29733 43147
r53 -19710 4320 -1004 19661 -16810 -52791 63619 -58873 37337 55906 27738 -16740 -23055 45034 33877 10415 -21912 44884 -58244 -15776
r54 -33733 -8411 38302 -40482 -30257 15162 -40230 -54359 -56165 8198 -3530 -48732 10196 -56913 -11397 -33568 -23802 -27056 -29054 54455
r55 -34089 2205 -50795 34048 -7048 -55949 12105 -15453 -6726 32818 35776 -8955 16700 -48589 34396 54001 -49579 36128 -41715 -53527
r56 -63114 3935 -13584 -16101 -5670 53120 32195 -48025 27309 -41676 9698 -17510 -4502 -15301 -48755 7956 29308 -33563 15296 12152
r57 16997 -9825 4709 34519 -26917 47157 -65344 53726 -7658 -9131 -17426 57244 -1012 6610 6863 59893 -14103 30324 38613 -63934
r58 64733 34490 30271 65032 46925 43504 58245 -1935 29915 -50423 -1595 -35051 -47627 60671 -49245 -14739 7618 24867 60458 53935
r59 7228 -46694 -11801 49142 15879 63369 -56725 -30735 -6898 40447 -6289 57338 13715 -57078 41699 381 59967 46635 -36542 -39717
r60 36488 19678 -61370 61222 28868 8541 -65110 -7759 5984 29256 41138 -30033 45946 -50346 -34035 -46594 39741 24135 55308 21889
r61 -9345 -9931 31061 -14837 63479 35468 -15527 -29882 20374 34074 18616 -20549 -31165 24929 -46459 9576 7197 12988 49811 -5400
r62 -45511 -64761 3499 -63965 -56468 -62101 -53525 33337 -35570 -45644 63546 -26182 -57798 -43674 65171 56088 11838 22077 -53600 9001
r63 18928 -54192 33605 -22274 -13335 -9453 59621 8039 55982 39724 -59110 53498 -12910 -59825 -20047 37837 -23948 44035 23292 -30305
r64 52657 -19571 58791 -42034 46589 38094 -5818 -34283 35818 -26076 -62279 -26297 55584 22093 -11417 23409 9155 -33916 -6827 -46584
r65 58101 -35968 2026 64281 38018 -40570 -25607 -38126 -4495 -60207 34061 -16346 65299 16617 59653 -19265 -5899 10342 -42793 -23816
