mTable38 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 38614 8057 63872 41902 18473 -8992 18732 -45022 23008 -60575 -56099 22116 -34633 6328 64739 -36927 -12019 -24951 -30 -50155
r1 -35956 -18808 20471 -6984 29401 34998 -61164 -52160 42321 48013 -34156 26473 31340 -39581 -62678 -26404 -13921 -47824 5389 -15580
r2 -21383 -33542 49411 61719 -42839 33934 18189 -16237 -9058 41219 -54634 -58413 -10171 21225 -6843 -4761 -57314 -37021 9388 319
r3 12372 31804 -10832 -12879 15368 -10560 -32898 -49030 -11496 8927 59051 34186 -26431 -43035 42763 12355 31791 -14364 -16807 -63101
r4 -7874 -40333 -63225 -13564 23133 51465 39488 -19295 -29954 -51886 -57890 20121 -45006 -24871 -60072 -900 -35190 3810 6060 -22260
r5 -9862 32082 -65013 -50258 31660 -19989 -2013 -16844 -14145 45537 14059 -24216 38175 -10312 28675 -58105 36028 -17398 25956 7137
r6 -21465 42716 -64803 -62659 58841 -11659 52352 -41962 15278 -9676 11258 2262 -43689 13475 4238 3289 45258 -8666 30346 38090
r7 64076 -3494 6621 -60950 -64419 -62989 62239 -46725 1706 24667 10630 -30640 24388 43581 -54221 -24900 50032 59890 31671 33514
r8 58680 32438 47657 47127 -64586 -16430 -43682 -37269 -49122 -34876 951 12915 -12033 -53662 -43536 62164 275 40533 54197 -44437
r9 -29761 5760 -8246 -47000 40167 21262 -37618 32579 53733 -57088 54157 46445 30257 -7260 45579 -49206 -33358 17269 795 53258
r10 -59862 -18047 -26480 47602 34055 11940 27413 -21767 -18593 -10531 -14129 40432 -42621 -47807 -25885 63987 -63213 48359 53166 -41169
r11 36655 65278 -59742 -4254 -30808 -49402 34459 19863 43959 -18030 -48312 -53389 45724 1924 -47681 -10564 65191 8154 -37467 -5494
r12 -35295 43290 -33065 -33157 -61068 15010 47266 -16603 65441 -6862 62439 41564 -118 23945 38908 -25581 17377 14347 -39132 -12972
r13 -51662 47079 1691 31091 52510 -50236 -35789 58162 2996 7455 34296 56324 -24976 -64128 -42720 6597 -10263 19213 -106 -4077
r14 -23352 974 -21362 764 24957 12531 -9241 58880 61134 -10215 6176 63732 -55632 65265 14769 -10336 46292 31631 -9822 18940
r15 -43760 28158 -62797 31745 54756 -27500 31121 -44554 18982 60632 59658 -9970 17782 16623 26888 -49856 27555 -37159 -18132 51376
r16 2862 23188 44941 63945 -25618 -19582 -7511 55258 5172 -55913 24113 -9177 9395 14470 7341 -44231 -55843 -21072 -20 35868
r17 -35361 -36675 -20122 -59252 30649 19883 -58529 65336 -35770 37891 -41380 20108 62975 -22462 29936 -15139 -15598 18202 -46947 21989
r18 28609 -24389 -51766 16148 36925 47646 -14472 -56554 2382 50553 16273 47167 65361 63879 37867 -31193 -36544 -42847 13986 -45194
r19 6606 57229 -56672 -3763 -49011 -58472 23730 -59595 64699 58826 -25681 49838 -11892 17913 11939 60071 65473 -38546 -54494 31908
r20 51702 35492 33460 -56278 60153 52746 28097 53917 57698 60971 -23937 13705 -13190 -58663 -62016 63755 12987 -15781 19956 -36964
r21 26822 -26501 -65346 -27730 -27181 60874 -61633 -17930 -53565 -22239 5123 -7948 43272 -63943 47558 42096 45690 12538 6031 -48170
r22 42491 50309 64018 2949 46136 26951 -4156 38181 60093 47871 62681 25036 63247 241 2990 51322 63822 64868 37429 -50639
r23 -938 6970 -42963 -21800 5116 -58495 26649 33186 -62390 63422 -27071 19145 -3281 -21378 -30771 7174 5489 26930 9214 -25405
r24 -49401 12609 -285 -27429 25255 -48549 32229 -27677 57800 -41152 -36513 -5085 15377 -13191 48873 54768 -22319 44484 -15442 57914
r25 25581 -10645 29876 -32874 26881 23152 11892 -25201 46414 -48034 5629 27584 -33125 -65114 -48595 -40536 -39697 30082 -35189 -54117
r26 -27521 44952 -30961 28294 -15141 -62591 -22306 -42517 26439 -33843 -4693 26627 611 34775 25216 -1819 13568 47020 -27544 31113
r27 3230 -7206 -13930 63828 48818 -23214 -17748 -38165 -1321 64137 9214 13853 -37753 52415 5342 -16942 -2022 40094 10779 51464
