mTable2 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -35918 -64674 -30679 -50112 -44422 51103 25267 -46297 -54978 22952 13538 44267 -17026 32449 49854 -54395 -47520 60062 53477 10532
r1 56632 46151 20539 -27272 -51082 22715 -9213 64813 -52434 42009 2071 8900 -24277 14696 59063 -11021 64734 19661 41285 -3762
r2 -36995 618 40866 40569 -18984 42423 1390 -49565 2042 -32358 -21014 37044 47561 -49987 31370 -4261 55855 -62421 18810 -43947
r3 -21470 56401 -36331 24074 28565 32505 23353 -52863 -1555 3989 -21969 33108 -28638 60570 62296 11034 -25003 62359 7727 49088
r4 62205 37202 -683 -58745 30928 37062 2735 -17532 22645 8973 -12694 52866 -61577 -56934 -38762 30473 49105 -4894 -17315 -36233
r5 -41209 38712 -46436 9829 -2920 10766 29697 54664 -35119 -40257 -40540 -6922 1055 50398 -39561 12070 56265 -18108 63439 -1270
r6 -65222 -57577 17482 -4406 -36063 -60682 55298 -39340 46739 -5930 -39374 -22914 -29072 53590 -9139 12508 5045 -61967 31721 40678
r7 11814 -47793 61998 -22700 -1754 33775 -61143 5867 41126 -39616 31633 -56429 12235 -41853 -64705 -10107 16113 -58540 -4710 20968
r8 12023 -33350 11317 -47837 61812 59110 -30829 64700 14650 -24258 -35861 45183 64067 -34045 55542 61598 63942 -45268 64880 -17736
r9 39644 -59590 33135 46416 -25989 -62654 -7113 63002 -39961 -61344 -3476 -30876 20952 17291 -45100 -30864 6532 -2975 64549 60859
r10 58043 -65511 38566 56207 12308 -19952 28937 -45213 44737 -28523 47619 60156 24067 -3581 35962 48281 29019 12917 -34182 -54801
r11 -62873 -20881 50072 -8118 -6311 41791 53210 4463 27985 31129 50838 42908 -7039 64957 25557 -51130 -30339 37628 732 44582
r12 -46914 -2079 -21615 38999 6278 18304 -43834 -8367 -14477 62879 49683 50104 63532 45674 -6164 -11603 21591 28728 -7666 13575
r13 -65212 50235 50364 -51798 43477 33978 27086 -21124 -2498 -25241 21501 -8506 -3679 57198 63632 -48119 22878 -41929 -62262 -55413
r14 24582 27663 40195 49272 -63760 60032 18371 -38361 16575 -62286 -2203 -51180 -56803 -53461 49418 -1824 -20623 61985 36392 46977
r15 -13024 -56311 8349 35863 -27657 41368 -60251 -9510 -19210 -23206 27030 -64341 22219 24024 61330 -20344 -557 61870 60277 -58668
r16 -45502 -51761 43111 -396 16332 7064 44672 -48981 -62710 34926 -18308 -29996 -50959 31575 46879 -52171 13478 21437 -35469 -42995
r17 26363 44692 -57220 46451 23258 63150 -42901 62978 12833 -14810 63178 13321 -20872 37066 -45565 -18779 -3744 49673 -630 -10331
