mTable35 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 7345 11908 38248 62038 64065 -61649 -32118 26123 27051 12538 7401 59112 48233 -23442 64400 -46552 -20761 -18128 -30458 -28647
r1 26131 26181 -1791 30244 -55655 -35690 -34841 9611 -46254 -11883 13606 8054 8808 -55013 -29156 2166 -58344 -51629 30255 -33215
r2 -50291 -35531 9749 -20819 61404 -51467 28996 -62356 -44422 -21909 9936 16587 -35137 -7705 39223 -46296 46046 -3980 17903 47411
r3 -54687 -23198 -46586 -4648 -18642 1694 59655 19360 48686 21150 48769 13458 -7970 -21714 8988 6929 -38263 -15022 -18479 -49954
r4 45857 -48660 -14463 21169 43360 -65125 -24959 -45428 -41291 -62861 40826 59485 20791 -28365 10564 -4927 4149 -63196 -32973 -26775
r5 -59106 56360 65396 26161 13568 33923 -47608 25099 22602 14876 -15074 43158 49943 -51708 52326 -18096 33659 48951 -56997 -35818
r6 -58427 -59763 9819 -5758 -51014 10100 18135 -44516 60136 -7494 22161 10264 -32176 59366 -23558 11462 40752 -50043 56209 -43878
r7 -46674 39459 -52318 -60593 50480 -32518 64373 61300 38329 17623 48847 13723 -57785 -21468 -33509 -2308 14121 -35230 -57366 -30023
r8 -13556 4776 1965 60803 -9784 -591 37112 -36736 17953 -47160 -18449 -24637 39665 40159 -27491 28190 60767 46794 -44049 -50851
r9 22626 -55429 19080 14477 -32991 59339 -35583 36301 51984 26009 -36008 14077 -51329 -59617 -7057 -20931 18338 34146 51164 2954
r10 -43750 13701 11351 -63304 2580 -60762 63847 49893 -52262 32534 -11289 -63929 -28659 63213 -39006 65466 -10789 50206 -64155 62571
r11 -3707 5352 49612 35840 -64607 3142 60319 -21200 55307 55433 23210 -9170 63352 3571 -37782 33745 55121 -63570 52442 -33048
r12 13541 63041 -39771 -39334 -15174 31353 -37080 31071 -1256 -36964 -7343 11724 64650 -21783 33582 -47065 37765 -42095 5947 36111
r13 215 19562 -44193 -35335 52495 -62881 28652 -30994 -59790 -53378 51272 19442 -63998 -7520 31018 5393 34005 49301 43362 34718
r14 40692 46107 47027 -63301 65164 63014 -16729 -8512 58283 -41425 60584 -31987 -63299 -56718 6167 -35021 35692 5785 -45260 -52507
r15 -53652 31981 48423 -26849 -47989 -38548 -54794 19116 37853 -32615 52112 52011 -28929 30425 -12574 -1303 51077 28189 -44750 -54058
r16 -28263 -6441 21849 -48332 -29249 61461 -46055 -3594 -29287 -44942 -32046 59859 -42901 51735 23896 44266 5592 -58829 -615 -7451
r17 -9289 25212 44370 13508 13024 10245 58400 -49894 -7435 47480 -46207 -27356 -29493 -20841 58402 -29452 -12637 -21767 7389 -39589
r18 -17504 -41600 48179 -63652 22845 -23601 1881 4549 54440 3410 -43314 -4333 -52788 -60551 2205 21203 -60833 -36781 16960 -16400
r19 58033 -11482 21074 -39791 33642 -22905 -38140 36064 -36911 51194 -13285 61312 -6686 28473 -35369 -51980 47430 15696 11902 -52489
r20 45958 17222 45682 31437 -58402 39090 -35912 19551 -47204 -18196 -21204 14340 24803 -20700 -3223 20096 46102 22850 -20981 -3444
r21 56466 -65247 25524 -6922 28406 -17248 -27400 -11812 8169 49920 -29158 1676 14904 -54998 -60726 -35018 12277 30531 -1462 -22830
r22 -25488 -26568 -16665 16244 -25453 40885 59979 -61237 -36527 -54901 18487 -60665 -61081 27861 -61722 29295 46745 34010 19521 -41039
