mTable4 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -39170 248 51162 -62335 -28494 -37806 46607 27364 3705 -50516 50942 -58570 -30258 -8003 -36016 57991 -5261 39676 -8332 -55350
r1 65388 44734 32421 -15392 37751 -19895 9823 -13724 -4534 41696 -32068 11948 -28495 -38201 22308 65462 -23937 14526 -43319 -1295
r2 -24840 -31073 26662 -12886 -38630 35419 -39001 49621 40975 39819 -4909 10225 -5689 -52866 -64653 -10125 62425 -16176 -18861 -24607
r3 7515 54859 -28632 63599 22611 20875 59900 27795 -4529 43174 -49199 44956 8519 -13722 45648 18767 33827 33841 43332 -51527
r4 50445 -40072 17412 -7519 -12119 59676 -9841 -43928 -63488 30867 -7349 58098 45191 -13522 -32286 -28036 54480 -45431 928 -10884
r5 -27244 19741 -33929 -6051 15769 -57542 -31354 52250 22497 -9843 -47107 7693 52074 -61189 6745 -26978 -58400 -42094 -56308 19501
r6 56055 61622 13517 678 3276 -37475 1789 6174 -8986 27718 33951 -30349 -1449 -8874 35773 11434 -58978 -17612 -52239 10799
r7 -29795 20375 -5307 -44795 41650 14989 -15110 -58962 57600 -64972 -11143 -37884 10916 -1451 -6157 48886 -54375 -17190 -57948 -25135
r8 -11174 -63888 40092 37497 -56756 28984 47660 -36970 -55840 -31200 -45297 3753 47424 28891 64685 59092 -39563 12525 -32244 -31388
r9 -2297 -4937 -61054 48796 -23698 49243 12211 -39424 -53246 -35833 32927 15533 19472 -40616 -31461 -26540 48207 -15360 -45815 -47624
r10 -33314 -44050 13159 -43652 -36567 3114 61680 -7037 -64114 -25953 49951 61393 -51350 -3321 -17224 18646 -47133 -43541 62117 -60847
r11 9257 -36230 17339 -25996 -59486 528 38071 -46004 10057 40325 60182 -62763 -30472 -25076 -1458 -44524 -62468 -33052 25858 39656
r12 24288 14936 -19041 -14953 -53385 43752 63818 12443 17914 4605 -12551 54695 28536 -31020 -61635 39528 15611 48689 28856 62035
r13 -4214 24258 -65166 -54474 -41434 -65206 642 -48712 -51175 -41368 -32576 34469 -43969 -64069 -38465 28803 -52943 47017 -39369 31337
r14 29964 -59918 64552 -9851 -63612 7645 59552 25755 63516 60874 65436 -39961 33504 36054 7420 38014 -23576 -46398 -14024 -54001
r15 -17729 24736 -23868 -65298 64241 -42211 -7745 57356 45802 -63378 -40618 -44395 46611 -64615 -19788 -60617 27568 43563 -60432 -25150
r16 55133 13431 -39134 5107 -44845 19333 -57990 -32031 -45747 24593 30489 -25974 -33887 -39697 35637 -51781 29917 -6240 -37589 -36666
r17 -41189 -22976 42528 42420 1862 -52031 -43597 -55752 -50392 35140 10820 31893 28574 56801 -10752 -38584 44015 -52766 43831 -38785
r18 -17581 60060 39796 -34028 -39111 63791 29083 -932 32601 -15387 4291 52050 8386 -61377 55270 -5193 40696 -45047 -648 -6087
r19 35357 -40840 3771 -57340 -46761 43895 -27645 -52671 53146 -58038 59420 12783 -49068 15186 38399 797 16924 28606 -11412 43599
r20 56741 50300 -7184 27580 31241 -60242 -61664 3898 -2559 -21148 61675 47217 48192 56085 19520 -51219 -6201 -53286 -39730 -49366
r21 -57306 -354 16565 -7371 52706 -17271 -51489 -40294 34469 31690 -14981 23685 61873 45808 40390 59424 -11588 40612 -28077 -38265
r22 25397 -41916 -63634 51260 -51361 6110 -16056 -29338 13857 60222 53021 25823 -27534 24351 -15067 -51904 53725 53835 33852 -46959
r23 61835 64145 48 3700 -52041 -23493 35251 46717 -41895 16226 46859 44171 60645 8506 -18004 61636 54145 -9702 37072 9779
r24 -54340 -4979 -46108 40582 62908 36202 21515 64152 12292 -36921 -48314 12930 55193 -40971 -55129 -15914 62523 27388 39200 -14867
r25 -65207 24195 -12704 -27547 41305 30980 59611 -63957 30418 -55510 -51559 -5658 -25902 59343 57332 60979 1498 -12654 -48614 36911
r26 13110 42753 -16691 36595 -55740 -65108 -43769 -40666 45554 -15258 -9234 -58017 59589 10826 49139 -27626 -15301 -49398 -47310 46805
r27 62720 -27645 -49464 20193 61786 -24386 -53938 -17445 -19758 -9267 -19400 57363 -45324 61506 -64930 59323 3534 40852 49037 47041
r28 5329 -51778 -47346 -23304 -43458 -51916 -22288 35519 36937 56005 22609 40137 10296 -55949 53122 23709 8155 46863 -8006 -32678
r29 62951 -33732 15798 -10992 -44842 -45807 -23998 44948 43740 14406 452 35099 -30204 -55452 -6479 40859 40198 -41354 61991 5386
r30 43310 56282 26746 55880 7909 46044 64567 -36334 16476 14918 8900 -57630 36882 48170 -15847 13472 30428 -64088 -9862 7018
r31 15995 -20180 -32107 57954 -39357 20255 10801 55707 -34415 -54353 49395 -37740 11625 -1899 54863 29163 -21992 -2420 49672 37954
r32 -15003 11633 -60090 33775 -38014 -15507 47200 52987 -52338 -61123 -63322 -44251 -29570 20029 -3432 34710 25407 40982 14666 64151
r33 29052 -28956 -52613 25600 -11904 -37322 2111 31615 29262 29151 15208 18715 62882 -19163 -59615 51257 -63974 -11893 -62744 -64644
r34 -4721 19289 -2693 -18923 33260 22750 21749 64424 22513 63454 -20985 42606 -64286 58933 24336 -14621 -40578 -57424 -14831 -10516
r35 -28270 -32722 -54017 -21311 -27256 47392 -52684 44856 -4056 38947 -34901 -5008 -41378 -5364 -50587 -10329 62231 -18602 47509 -33232
r36 -14536 56998 17319 48101 2476 -28215 22069 -39396 49921 -2321 48418 -25746 57412 -23646 -61309 32240 33195 3778 -24086 33451
r37 45344 -50134 -6709 9940 2464 -14685 -52527 -7729 36541 8162 -57760 56367 18496 -18641 62702 33181 14855 39876 40861 9109
r38 65001 -19146 55463 33748 -60770 -59747 -55443 -22770 -56177 22831 -65071 47257 14984 1958 39246 2913 -61077 -25607 -1118 -63803
r39 32864 -35835 -13284 5018 22648 -38456 -49298 -9003 8028 -48280 -63227 -31508 26969 37515 -28436 -25848 31647 6900 -51280 -41126
r40 -65262 57848 9312 15485 -1816 -39282 -40653 25075 54142 24677 6229 -63918 32565 -24793 -4460 -3753 -22316 -52158 37694 -34298
r41 31545 34188 -61993 -45077 -56698 -39537 18827 47257 -58687 -55907 63137 65313 -65294 -57363 47263 -30214 -40331 -42424 -60731 -37824
r42 4781 40860 -25322 -48076 -34471 -32095 -20919 42634 1104 -32179 52795 -1378 -51549 -19012 17257 34494 -62224 -29611 -43137 -18226
r43 -2357 17599 -57588 -4443 4382 29852 64582 -9862 -65104 -32934 -61952 41197 -14016 -61427 -33575 -15421 49852 -22669 49829 65400
r44 -49759 41217 8297 29664 -48698 -47228 39422 30407 5443 -26498 -35582 23382 -14964 49361 47013 -64063 4177 -43076 -19807 -49945
r45 49010 59971 33733 35035 29410 -621 40313 63060 51911 8569 41927 -19860 11619 4522 42714 -20943 -21284 -19756 53180 54969
r46 -28709 -11300 -10123 -13284 -64544 -57205 39308 -64258 31229 -32300 43104 -1934 -35335 63882 23083 42995 -44599 65337 -70 58248
