mTable44 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -28084 35607 -28355 -645 51052 -25563 -48933 -53003 -31683 -65202 25838 -52979 6580 27274 13898 -888 -42066 51770 -34531 5945
r1 54248 9935 -27277 39885 -30074 -30887 -2891 -29301 -64839 -47261 3561 37458 -38327 -34368 2994 38912 26206 -64596 -32051 27417
r2 61940 -4758 -56370 14418 51093 33102 61412 34021 14408 -54897 49223 29200 638 -58576 -59497 -11358 -17744 -18946 6094 41866
r3 -64384 -44449 -18449 28244 -9644 -45663 65501 38919 -1159 -55335 -35414 -31409 2474 -12813 40085 7645 -51307 -5191 -38632 29878
r4 -26523 17449 -58764 35028 59483 24677 55207 -45524 18840 -51464 6049 61319 61190 37765 -19624 -21964 -43173 -20491 39588 -20360
r5 32927 -20674 62893 -31474 63598 37645 -19165 25837 55049 13567 27879 29221 -59825 -41783 36029 41682 17232 -5468 62868 -14509
r6 2632 -19422 -3228 5948 64823 -12335 8772 -44773 26609 13032 56683 -62152 -63161 -12794 -24666 -62353 -18199 -57950 -45379 56543
r7 -54296 -57881 -61295 -31390 -11193 4983 135 37046 -25057 -50892 -62663 48736 61979 51596 -34591 -9745 3193 27856 -39768 -9387
r8 -8803 -65532 41416 -37121 -51795 48135 -12487 -14158 54020 39912 25876 -24969 -13483 14041 -57700 -24618 12433 -17733 -4170 63034
r9 -10861 28888 36178 9138 -7925 27488 -30550 -4252 -6171 -38073 -38892 -25429 15474 -27685 9072 20786 -27433 23106 18473 8009
r10 38792 58082 52298 -26348 -53495 -21637 43916 58132 -63753 10067 8057 54551 15422 -10119 55903 -55861 -39995 -3495 7186 25150
r11 -65463 -51461 -15833 -41683 9329 31420 40728 35884 27235 44634 -36051 23136 10176 46184 748 -20188 -21559 55698 -45297 64725
r12 -51865 -54678 18320 -7209 62308 61 -31503 -39990 37722 20000 -54734 -2187 48288 18001 -16060 54450 25171 20353 64570 -39343
r13 50271 -44261 31672 -48545 42746 58514 41065 -17242 -62036 -20922 -58594 -50867 59798 -25867 -26860 30120 295 16894 -55782 -47147
r14 -16900 -61539 -6532 52156 -24998 28943 -38807 -2311 22939 -53116 -4049 57490 -30347 -61549 11044 12869 12448 -45336 -18025 -58349
r15 16513 -11965 -46024 -46521 45246 -18954 -26820 2067 13854 -44124 -44271 -20692 -57517 -46345 -31055 -34725 46112 34301 -14911 52292
r16 57996 -45115 827 64713 -31035 -58230 43821 -29235 50948 -63849 -48656 14448 -56815 -5723 -20950 -11500 21553 64951 25389 64303
r17 -37450 40483 42150 38388 -24478 -15545 -15051 3675 -36248 -7470 55302 11464 4425 31334 4620 -42207 -55062 -63289 -32989 62462
r18 -10876 20817 -51457 -54946 29468 -21572 24268 1206 -45726 53531 -59658 33342 59696 9135 33966 -17363 42193 20972 51164 -20592
r19 -23140 -16805 20707 -10671 64327 7574 -20237 42305 -1425 -51413 -15487 60208 -48763 -63524 40036 -63660 -57569 21853 -31958 58124
r20 6725 13364 55687 15476 49035 42082 -788 -39467 -62340 47510 56565 -10948 48450 -29705 -267 -26957 -28594 55294 53087 -30296
r21 1406 37979 16679 -64460 27758 55491 49118 64627 -19920 -50455 -47406 62115 -34343 16793 -56632 -42130 6868 -45386 39752 9213
r22 10958 -60542 41524 -6705 4623 34995 -60745 45812 -4519 -42458 62631 -26383 -38488 -63544 -13261 -13093 -51924 14251 58633 37386
r23 -56917 -46706 5849 45930 63892 13053 -30172 3414 -40739 -13734 -41914 8756 5370 -27917 20700 -16314 -54611 61355 52331 -33547
r24 5696 -46620 22578 -16236 14052 34123 58296 -56073 21913 50443 19094 -37290 13041 -40260 -64 52069 27040 60035 -58261 65426
r25 -44749 -15970 -38356 27797 8357 50116 -13293 -15341 30522 45486 -9674 51325 -10484 50197 -21750 28576 10169 -44953 49013 -53246
r26 45282 -63859 -10754 -59541 -37172 -43545 52207 -61807 52697 27889 58122 -4974 -65307 47997 -38588 49365 -52814 -64243 -31349 20237
r27 12299 -16983 48091 14453 26904 -13265 36503 7840 -21198 38198 38066 7670 51608 -26731 -7340 30865 30732 -2398 49032 -3244
r28 57484 -5111 -50050 4504 -26259 -16775 20149 56656 -42136 62191 -5004 61530 -13728 63 -21678 -53447 52395 -30977 -37790 -40576
r29 -11392 -6557 -51442 -24254 -21157 37540 -30505 -33156 14926 3785 -3228 39505 -32649 47965 39090 -51494 992 -6831 -45744 -29863
r30 -2937 37893 52438 39169 25374 -22334 -13703 -28778 28079 46308 25778 24807 -47683 -4660 -55332 -743 -18517 -46818 11683 -60765
r31 23232 -54928 -53884 -27381 -3365 64869 57217 -10372 26757 -19743 -65206 58441 22488 -50145 14547 -62741 -23659 25180 -31171 13875
r32 -52328 -52969 43066 48534 -60075 54987 5653 -57161 49680 -46937 4197 -36189 42235 -63847 9005 -1319 28050 -29593 -38876 34870
r33 -59814 6258 -3147 52853 57217 21181 -16762 39731 -40744 63273 -23200 -2849 -7412 -37598 -48639 3874 24209 41110 25340 -63944
r34 -56162 32439 -14063 57993 24532 15365 -29411 -28847 -24164 -64771 22790 -7644 -49130 -13825 -46160 -63433 10833 28638 -59016 35667
r35 323 -23053 21209 58691 -36704 -7127 68 47558 -38997 217 -9046 37498 17123 -56979 -55913 64654 -32656 63611 21287 -27698
r36 1124 25014 -2677 -37482 -11514 -21749 22483 -33826 -56089 -47290 -45265 -3619 -7900 -24800 -65523 2646 -54856 38975 22224 -32594
r37 10094 63044 39597 -50868 48534 11077 -48488 -39716 9093 27357 -43238 14561 -49878 -8991 -5989 26059 -43801 13284 45381 8480
r38 36201 43404 -7230 12514 11559 63345 20869 13572 -2023 30707 -9478 -6255 -31020 49419 36834 -51059 -47010 -1332 60947 -34976
r39 -49379 65109 -54645 44063 42318 -26927 -54889 -3523 -16002 14485 -49597 -10746 20917 24160 -41517 -31149 37733 26451 25288 38677
r40 42844 -50031 -55966 -64011 5074 -32971 -49223 -25805 40249 -39769 -26463 -44071 -19604 17064 -42096 -1934 58144 -22643 -30428 17551
r41 61473 -24460 -38905 -659 -59749 -21421 53198 64265 51439 15235 43682 -62742 28967 -49020 27285 -38691 -19543 -39564 -1687 -10208
r42 31468 -18717 -23426 37908 5474 12999 -14276 -63992 -9740 40476 -62640 -14494 -59755 65295 18297 -54901 -40700 -45594 47176 -26149
r43 61920 39020 42295 23873 -43234 -342 -18139 45261 6128 24232 -6046 6008 -15810 20612 5637 -31026 -6703 19297 18414 59772
r44 -26448 4971 11697 51933 -2106 63816 53034 29791 -56702 -1806 -57893 -29922 -36958 -57889 -53169 35483 -51048 11248 -23272 -56625
r45 29953 57478 -62640 -16015 -21115 38944 -38477 -44461 810 -7968 11876 9573 -65458 -36648 -31323 -18555 -63395 42109 -56678 36082
r46 7474 -56974 12466 -18757 -296 -8181 37656 -37701 -18909 29442 54556 4053 54074 10684 -5160 -18858 61701 -18960 -64411 -37540
r47 7405 -25747 -22158 58522 -13428 27513 60330 29440 34545 2843 7182 51096 55885 24220 -45347 -3466 -39011 -11699 -44500 48566
r48 56772 -47754 -1170 -38236 -16813 -60901 29538 -29069 34224 8232 -3766 -35742 -18385 55473 -15927 -11262 -44090 -30115 -9223 -27864
r49 -7764 44450 24353 38229 28436 20296 -36154 47724 25948 -10671 49542 -62043 -57406 -43952 52981 -19365 54246 35250 -16193 -52365
r50 1565 60093 -12092 -57821 -65047 -37128 47473 20406 -1663 40096 -56303 61566 -26118 -58261 48051 -39240 -9760 29995 27455 55549
r51 -61851 -1270 -2584 -20924 -60470 51214 60011 38880 34979 -46249 -38588 50864 -61305 26685 8704 -29092 41610 -36466 6521 6009
r52 29503 -18252 -41856 -12238 7080 -4788 31697 45001 11262 42579 16794 -58348 -43687 -36397 55625 18669 24509 -28860 64851 -23561
r53 -52275 -18766 -14468 45618 -28502 -5167 -11692 -3399 55436 11455 46662 18516 67 32079 -65071 -33510 -38132 -26404 58869 4441
r54 -25070 25778 43470 -1181 -19693 58073 4311 1684 29810 -63912 45155 13605 -26049 46615 58666 -56611 62184 -35699 42230 -60141
r55 -9686 -47239 -25383 4484 -62829 -33083 -23484 -11240 -45098 -43507 4560 61370 -51921 -38998 -46742 5434 -31224 36276 -41074 12082
r56 -10628 -42611 -18165 40882 51808 34106 18721 51843 34221 -4040 42448 -1499 -33990 -48359 -1922 50427 45219 -54167 58784 -41229
r57 -21735 -41754 -33106 36660 46095 14102 29047 6062 49008 59041 -1627 10745 -7340 24830 -5911 -47333 -48874 -36726 24631 62007
r58 -29945 -13646 3266 -22670 -23383 -43345 -48460 25679 -2121 1341 48022 23852 -53019 27640 -34267 -51657 -35162 -19669 53789 -5072
r59 -18319 -31116 -10919 -38769 60647 35834 -11131 -5127 57552 43759 -51355 8826 12296 21981 52249 39464 -4831 -59961 -31988 -2990
r60 -7395 60122 9818 -62027 47221 18496 -53097 12693 -12986 -8783 -38937 12158 -13991 12609 17635 -23712 -32410 -33637 -27995 13757
r61 -11007 29180 -27600 -3357 53970 -33305 52888 -27467 -55179 -24580 65514 -65231 54381 -55349 -45939 -35671 -624 15330 50457 -55057
r62 46373 -40227 -9401 -25657 -42964 -25600 61484 5639 -21073 -63049 -33700 4597 -27318 -10342 -4650 35876 6194 2154 49117 49592
r63 40113 -38679 -11437 -18311 -8940 28593 -46674 -41975 22752 63353 -59796 57422 -58502 -64949 -18141 -23663 -62906 63844 10443 5897
r64 42704 10473 1042 27508 -56589 -2775 -58740 28600 -25167 -41998 4023 3505 -22403 -57055 54756 32693 21667 -49133 -50756 21594
r65 3701 12354 -26835 -26733 60049 19813 -33785 -11337 -26160 33131 17214 -58757 28923 50623 46455 7423 33292 54217 -52351 57536
r66 -18847 31128 12168 7711 33282 -43178 -1385 55715 58221 -54780 -1209 -7099 52568 -26570 47645 -7483 60325 -63455 -43918 -20073
