mTable11 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -64648 40032 -37483 -25689 34217 37305 55731 12683 -14514 6708 28667 2271 -43707 -37897 -2389 -54082 65248 24136 11854 -44254
r1 -23958 42285 -58453 -35287 56766 -3314 -10485 62012 47703 -38146 -8394 49711 -1095 64659 -37302 53261 54604 64733 -1648 24981
r2 48086 49202 58453 35153 48961 51061 19185 -5472 21762 -38297 -16169 36662 -55750 -52012 48683 60185 -27329 52156 60060 -5553
r3 34789 64588 25402 -16303 -8614 -51558 -40501 -54900 -7234 15437 23759 10380 -61982 57305 -23310 -57923 42826 4797 29577 -61961
r4 -8177 37537 -23627 -27869 -12215 35317 30715 58561 10927 -23478 26408 -8929 -18049 58666 38087 7869 -19282 15198 -34643 56954
r5 36275 50879 36004 64779 39156 65382 -11740 147 -33769 -31637 -4108 -54045 -17246 -18558 46839 30472 14678 -18221 24182 45231
r6 49283 59138 -38261 -60166 32939 46359 31763 34477 45626 -52413 56890 -43711 -33412 39158 30111 11482 34467 -3821 16394 -18466
r7 56842 64648 16685 -43016 -6529 -59653 15702 -52471 -26918 -25295 48688 -729 -45528 -22784 -35446 -59034 31487 3266 7950 30874
r8 -64088 56205 31978 60206 5875 48384 56326 -28415 52702 51408 -17016 29466 60842 -63492 4114 65031 26606 -46902 5746 -53415
r9 -15712 -22339 -9551 -42562 -18961 -36799 8437 35069 3251 -297 -51747 -55684 43410 -1097 -47679 -42214 -42711 -748 -12504 3068
r10 -46914 -21263 60861 -63273 -40701 65477 -64730 19725 -22199 -61340 -21047 -24873 -41576 45155 37780 -36733 56070 -48778 47188 -12820
r11 53865 -28042 -42886 -61615 -8429 -32648 -7707 12693 -20137 11645 -20110 -8140 26003 3716 -51206 31770 -43187 -54097 -62445 21047
r12 51610 43624 25237 -62830 25694 33416 -57908 -51331 -54726 -48181 -47583 38803 -15043 -43536 -19949 17805 60216 -4390 -51226 -50835
r13 -15549 -38037 22564 63783 -56264 15670 -18325 -52638 -63792 -32706 23561 -17132 6736 29925 -8543 2861 -31468 61239 -15891 9913
r14 -57798 -47510 -44213 -22387 -8010 -46052 24917 1048 -45668 36670 62827 44331 -42797 -60435 -65318 48505 -36930 58565 -37395 22845
r15 27067 -11785 -12100 -3278 -63046 -51095 5302 28823 2560 35221 -58248 -57733 25516 49433 31182 -47617 18552 -26344 -5905 34869
r16 51925 -51700 58190 23438 63892 -380 12539 -354 -610 21375 29205 16537 53188 -11837 33365 -43001 -55803 -62875 28823 -2059
r17 -26841 31168 13245 43466 50042 -15697 -42016 -62655 -9405 32061 4207 -29133 -51801 -26295 64175 -61097 -19514 -52512 -30771 -40975
r18 -28408 42255 10730 2136 -48492 -16810 -49282 50675 -52401 1272 -33709 -18253 28469 44694 33079 -16775 -55126 49053 -30887 -24653
r19 26029 -48685 -47298 36218 24366 1634 -20429 -14623 34519 -11934 -543 27706 -2071 -30295 63664 -55799 6977 -17700 14726 39105
r20 -12975 52463 -42259 52448 -1386 -989 13640 -27587 30157 -62783 18322 33743 59621 49560 58134 -44814 -34912 28058 58323 10869
r21 -64620 -5102 -16179 25554 20896 -45392 10236 6680 37137 55618 -4796 -41014 -10324 -23386 7756 -26992 -8995 -48188 -13395 58258
r22 56056 -42205 33580 30408 -2856 246 -33286 13113 49398 -25886 28803 43842 44767 35996 41944 16257 -34780 -62305 -41952 56986
r23 -11314 -39238 -34827 -22162 -52968 -31252 -33839 -22029 -58948 14481 -14819 9637 -2145 58527 4420 34243 -62427 -53314 57939 7736
