mTable6 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -30253 58567 -16176 53590 54387 30789 -24198 34222 4573 30494 -14848 -18182 -416 18288 22677 50830 29037 -3120 32102 -17570
r1 -48299 12314 8775 -18525 -20731 47831 -58963 15252 -37898 13563 31166 49571 -41666 39708 22680 -55545 -12617 -43563 -41268 -17367
r2 -4070 42638 -46389 -42268 -23667 -46273 -45779 -14046 26648 -40096 -15571 -22646 -19559 -61142 -61868 45469 60252 33555 -1849 -37550
r3 -48374 -11484 8868 -36758 -56532 -11113 226 24352 -47866 -58794 -63305 33056 -14496 61354 29537 -35833 20803 -64473 -11927 -9499
r4 36335 58716 -14498 44804 -31778 -13292 -42661 59020 40943 -61459 26246 -28194 44771 -24490 -60056 15963 49087 45936 -27068 14892
r5 -10651 -13710 -59437 45516 13789 23419 -7182 -64779 2893 -6308 14462 -57844 -44650 -59265 17013 21764 -19650 -40876 -25841 38517
r6 -3716 -11132 19851 24042 24029 28956 -41643 974 -24466 6273 12402 -59322 23632 -40514 23360 -45450 33360 -37048 -23501 6879
r7 -33404 2849 62203 50025 58838 19195 27310 -60654 49048 62751 48210 -16273 7075 -40367 -47576 57935 42718 -1533 9965 11748
r8 -46812 -236 -39463 28743 58249 -51792 834 -59007 60868 -58978 61577 -1829 53902 56478 -47076 -37346 -7060 27886 64969 -13760
r9 3697 -46302 39670 -43292 -54241 -20489 52134 -65470 48187 15088 48373 -8853 19350 31046 -7665 -44168 -40570 -33639 10258 20550
r10 -45465 47174 595 -19080 62370 -46045 7345 -59921 -35982 55069 -24234 13712 10132 34693 -58748 23872 1195 -14269 23703 -10433
r11 -10148 27301 13960 22871 -20061 -33408 31773 -1147 55331 -48147 -52349 -20054 58002 -37060 2790 52959 52515 59199 -50751 -33454
r12 55669 -61757 -50683 3525 58090 -2400 -484 53168 49618 -8132 -859 -9948 31503 6185 22095 52932 -6959 20231 8231 -30496
r13 49645 39080 63516 1138 24155 1177 -13087 -62096 -61477 -14079 -28191 -3517 -56607 -50773 56924 760 -2149 -14012 28827 -20277
r14 -34822 16177 -32389 -7887 -55444 63926 47401 -12906 5373 41532 32364 -29735 -23295 45883 -43838 63665 59644 -53808 -46981 -19079
r15 8393 -8238 -25258 -33319 -53641 57353 21425 31598 18213 -64462 -8419 21988 -6277 -55695 40899 -25008 -26690 18054 -8145 42280
r16 31828 11679 -12973 32463 28824 -60491 -35942 -36627 15555 53820 25723 33841 41907 22435 9752 -49140 42798 -39759 63852 39651
r17 -17487 -61178 -33749 -41799 -20489 -33100 -53549 9826 -33885 26970 3041 -44046 3729 63818 -35572 50254 -63884 45451 15022 33596
r18 18792 -10665 -392 -1131 65376 -43192 33080 301 -6988 -47261 11430 -20999 41089 -11923 43498 65025 -42275 40018 24746 -3795
r19 -15542 44449 6088 53872 -63856 -57347 2804 -35249 -61224 -5789 -47323 59557 -34936 16278 -32331 55215 20076 21967 -22941 10702
r20 19074 49312 -7251 -59118 59910 23485 -28133 52224 -30923 48567 42341 -30536 5815 14884 53885 63840 -42650 -48190 36113 13194
r21 -23851 -57695 -7714 -23997 5245 8062 44049 -11730 22235 43347 23933 11656 -29893 64818 54915 24453 -63400 50117 44607 25102
