mTable29 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -19986 32047 30316 28130 -37280 53307 45726 -9380 -31802 18929 12283 29302 -65055 -35947 1236 -4958 57491 -38648 44493 26353
r1 55936 43234 15832 45407 30955 36731 -58422 -61284 34679 -17278 -26872 6062 47336 -24998 -10367 49302 -64683 -44952 -43595 22594
r2 -23744 -39408 -43632 57182 -51854 -43406 15139 60163 -1952 21255 -54812 2804 9468 3507 39001 20119 32719 -531 -7582 -13023
r3 62734 15218 40187 58342 -56338 -28825 -42081 60154 16080 -42790 16982 57079 57787 52648 -2903 -13451 48777 12496 62714 10278
r4 -11450 -51818 17608 10962 -51325 -16796 28915 53124 14818 -10507 -18485 5958 -15 19999 12067 12972 37090 61887 -58965 36048
r5 63375 1913 -53236 22277 -41482 -48099 22386 37858 31777 28209 45614 -15628 6958 58168 51036 21745 -20331 -39875 30034 36038
r6 41983 56176 -19107 -9586 -46516 -59105 20781 -37583 -38017 19708 -47699 3603 -27683 30617 -23997 55593 -35406 18183 34680 -30472
r7 -63911 40257 -55409 37290 -29400 -58028 -44757 25014 62428 -24729 9472 19966 -8646 16976 41983 -56949 -44602 62470 60065 -22785
r8 -26090 99 -41798 -12135 12473 19609 -25991 -38543 64552 -8513 23978 16629 54007 56607 -5917 39142 42436 61651 -25599 -15137
r9 -62466 -36373 28671 -17867 54598 -59612 32268 -56657 -29031 25863 32726 -63270 -45602 -45872 54569 26657 45758 -19398 -16796 -2004
r10 -22825 38466 55735 11971 -52896 64285 -63914 -36000 18496 -30920 -59467 -50337 6319 -39213 21200 39646 -65307 64198 58686 55043
r11 61064 58169 55031 -9481 14752 -20734 -7334 43387 -27202 -17140 20297 53416 -18692 -50531 -49454 18145 47006 -34204 5331 -12932
r12 -38294 -43834 -28431 65477 25394 -30132 30515 -9205 -58950 8524 -26689 -12338 -20214 64125 60844 -15145 26733 57360 -52490 -1182
r13 -12209 39316 51222 27247 -12571 -40396 65065 61100 34654 9326 -35845 45488 -4484 28741 27901 32664 -11950 2001 -55614 10617
r14 -6292 17005 -60706 48693 1450 10362 -40908 31842 38154 44616 -24295 -7761 -44875 54180 -838 59740 -49738 -17883 -39808 28760
r15 18117 44196 -34357 -8414 -17962 -46303 -29966 -57195 10504 -38572 -47005 -14873 -6099 65316 -12248 38620 -44604 51581 22026 51757
r16 15788 -14196 16076 43415 20800 49139 9859 33379 -61263 13136 -5289 -15409 -26511 50898 -18776 39544 22602 -57962 -48120 20898
r17 -11744 64563 47581 60852 57651 -946 -50834 -54836 20856 27244 30542 51031 -20938 10018 1511 -3095 -26674 51537 49465 25170
r18 42605 -16898 -55443 46372 41325 -44872 -29109 24733 -25260 -63443 -39420 -164 45033 -16859 -26648 35200 26803 21740 10692 -50886
r19 -1133 -31471 50103 61500 -41081 32534 -47441 -22706 56916 61945 -16014 23141 -4363 3177 7604 -43006 -32782 9822 -29728 41088
r20 56895 64769 53866 -2954 -51117 -20834 45281 -14595 38653 58280 31558 22976 -32343 -25548 -4172 14600 -12662 1497 -14585 17144
r21 -31510 4998 -39880 -41837 -55446 3210 -42588 -12223 38238 10565 58149 -43142 43796 25830 -51814 -14338 39375 -34264 26123 27104
r22 7822 -11105 -22337 42452 -17606 -45914 -13860 1216 2898 -34672 9787 -25983 51297 -60845 -15812 -10797 9883 54773 -5072 -44505
r23 31811 -60368 5563 -42207 -3798 -4138 48599 -25315 -19988 -18273 45096 -16355 -59342 -630 33510 28826 -59198 33635 -16059 -57193
r24 62662 24582 -24514 61972 -13003 59446 -20546 6660 -60574 53873 -30553 7799 30338 27098 -19772 -13548 -2204 61846 -65319 -12722
r25 32319 51822 -58872 54047 -49818 -15162 -55522 5461 -54933 33791 -55306 -49347 63256 -4898 32808 -32098 -65348 37908 -18626 -46565
r26 -42774 35990 13409 54981 -13787 -8214 61551 3153 40221 5779 -23280 -62853 26469 8428 -24934 42329 17420 -55511 -53624 26164
r27 -14737 34360 61084 -46842 -9361 50225 38072 57534 -7487 17401 -59808 -50232 -64626 47756 60547 -58095 22466 56275 63592 29129
r28 -23280 2672 -49549 48996 -2026 509 9593 -47579 4168 -16791 52436 41784 -16359 -15265 -55671 53600 -40107 37489 -60751 -34941
r29 60172 -10385 -5829 -4357 35517 46765 47553 34212 22794 38209 46672 61561 17014 39013 -42979 -28583 -59152 45388 -43066 -4823
r30 -58141 33903 -256 7648 -9482 23187 -9016 -44593 44761 -20786 -30840 -21633 6131 31972 35580 -4774 -22116 11843 -45982 33265
r31 39960 -12259 -5860 33279 -58439 57736 -35963 -33572 20683 -33311 -5273 -35771 9950 -18825 -27314 6165 34431 -34280 42944 20651
r32 3875 -49919 -5365 42924 -25374 36466 -37477 47135 -36305 -39062 24114 -3219 44323 36476 37423 39045 -45897 29548 44794 21838
r33 21594 -5323 60392 -47282 55268 -7806 20946 -52777 -63334 -7386 -36898 59399 -16241 -29343 -35754 61052 31568 45860 40 -2787
r34 -65318 15290 62937 41138 -57000 -50220 -64042 -10 30144 -25750 40938 30380 -11864 46804 -40674 -26524 48303 -38272 14015 -2857
r35 65378 -36292 -29167 -53327 -23833 -16296 -12274 52774 -52704 -61974 -25343 59787 35534 33582 20150 -64131 -32845 18433 -33904 -44105
r36 -61586 39794 -39450 28716 -22290 -24759 -41292 49663 37999 -41596 -8973 62467 -63747 -6794 -14256 -24675 -45586 -9673 51549 -31783
r37 42217 -9451 -50350 -32535 -52984 -16099 36919 4324 8463 -11172 -29704 -38451 36247 36404 -27732 -57547 63724 -17992 65340 -58407
