mTable9 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -50823 21387 -22649 44875 34415 -54349 8059 -10569 -15959 10846 -4607 43283 57010 38754 -55156 -55347 54132 -63487 34254 -60544
r1 -10231 3453 60867 11288 -58953 -19268 -43083 -39996 -53587 37480 -12011 16447 24769 37971 47033 31886 -48465 19625 35430 52881
r2 26878 9972 33491 -55431 -10674 21601 40140 18086 36211 -21124 32416 24234 42895 -44598 -62650 25052 -3325 14428 -33616 -17373
r3 -59987 33982 17327 -1447 38084 -55786 -17489 -33994 38666 12667 -27250 -11721 62745 62003 62527 61927 54191 -6015 -32926 11500
r4 22690 -17898 -23355 -38495 -22272 16516 49851 22867 8872 2596 13340 22610 -49231 64466 40518 -20255 -5634 9655 5052 -30678
r5 -24655 -44167 41616 -49473 3312 35408 49246 10551 -22452 -27368 -58935 -26422 22962 -7024 50380 61152 -46723 10725 25873 19413
r6 -7817 -29952 64603 -3191 37249 25210 16665 -4911 -27741 29760 19617 -29345 -6988 52664 50306 -11847 42499 19187 34840 15792
r7 32696 -39255 -2570 -27528 -8853 24517 -6877 1136 33753 39006 59341 28494 -53695 -13196 55287 3740 -41364 64981 57179 53390
r8 62563 -56017 -26038 15749 36307 56864 -12757 30970 27719 -24648 18303 -55481 -64078 41106 57797 -61527 59352 11315 64447 -12250
r9 -19992 39450 25323 64695 9883 42042 -61948 21656 -15796 -58322 51447 45638 37479 35692 1538 7262 12339 -55482 -22716 -40600
r10 -10949 20086 28256 -11577 -7793 -15761 -11251 5606 -37640 -21661 14536 -35730 33144 -11136 43631 42134 -43989 -6472 51653 25891
r11 63102 -8796 5965 -44634 42422 -8421 -56560 44197 -43952 62807 -11131 43674 -3101 -43199 -11929 47724 58750 -29366 -5174 -45590
r12 -60350 44516 -22829 58621 -31746 19460 -23021 16851 37326 27938 -18358 -51811 -35571 20047 29505 -3660 -44010 -32214 -8582 -13166
r13 27386 -44117 -23523 17467 17417 -57787 -65406 -46263 47230 54461 -54232 -1240 48468 5539 41983 -39922 55042 -46478 28441 -50881
r14 52792 -6906 -31092 -41139 -43369 52778 -64412 -58583 -22848 3347 55812 26082 37561 -22316 -24776 62831 15551 37604 18612 51841
r15 7553 7765 30274 -23147 38891 65431 6321 -45232 -23699 -57243 38455 46628 -8375 41890 -54124 -5954 -511 -15320 -26590 -17034
r16 -42997 -5535 -49836 -29412 58836 41367 24181 -5727 -59304 15867 -35172 -63983 -18557 -39014 -57036 -4275 -28267 40210 -63985 45391
r17 34822 52605 -59522 -50066 24460 1426 29303 -8707 -12291 41470 -4692 16533 -14131 16741 28928 -13853 3154 45791 -11380 3689
r18 1018 40392 -60962 63301 -59526 -5918 -43562 -36597 64310 39813 -31452 -26714 -23844 45607 26224 -45254 -34195 1487 60518 13981
r19 60729 -42056 39592 34159 60779 -22944 -12258 -4124 -41438 55763 41904 12705 -39074 56793 -61883 11395 15844 57509 7864 -24751
r20 57161 -19815 62493 18806 -35861 38892 -7629 48960 29183 -11640 20245 3981 -24681 -3209 45251 -52403 29839 -50382 62905 -42577
r21 -3812 11880 -26578 47317 11751 -18217 -24070 -3509 -41274 59695 -23251 -59841 10452 -53232 -56147 39223 -2383 6023 -34806 30522
r22 4750 57456 63276 55961 -10145 11363 64707 -20372 -26600 18654 -53174 58814 -132 -565 -49070 -56780 60023 -43294 -60293 -22189
