mTable43 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -45883 12012 12338 17237 -49709 -50705 10296 570 -58187 36855 49630 9205 -57984 63587 -46924 30593 41873 -30522 -1620 265
r1 -57037 10874 40208 46763 46382 -29867 -56868 31354 -59361 60744 -19287 -63219 45392 -30125 55914 35149 -52539 -23444 -32244 43894
r2 37454 44403 -58462 53165 25705 46832 56678 -22063 -43602 29641 5008 -51896 62298 -14140 -35701 57500 -11376 49222 59797 60626
r3 63236 -43861 55261 14734 -13043 22841 65208 26087 51063 57813 -62868 -19033 29533 -25493 -21466 9490 -37805 -34323 -9566 -59223
r4 -23210 -19650 -22204 -9734 -29099 -46985 -8762 5189 -28583 -59854 54726 22610 -13082 44245 44778 4286 -20013 -46526 23373 -52821
r5 13777 -14320 -7445 33668 63621 -1606 60823 52840 60565 13899 -21145 58658 12994 39816 19223 -37872 -56786 -6387 4233 41007
r6 -18268 55769 1996 60696 23529 37766 -33910 -9824 53439 -37916 -25405 3372 21652 -40955 29846 44985 -11186 37104 -42006 65365
r7 33192 62770 56112 1893 -39823 -53640 34861 34124 30825 -8719 59370 -56992 1749 -65184 -17376 12378 18008 58358 -64539 32490
r8 20075 41833 -51751 25354 28578 6077 -34757 -55407 26338 -34283 39478 -38147 27082 29849 18392 -32837 -40017 46692 -57764 -12181
r9 6424 8408 63103 -12538 -3529 2292 1826 10445 -29325 32272 30707 13909 -15299 48650 52754 -58473 -45639 25901 51727 -28184
r10 -27459 -51079 -61854 58418 -26685 -8741 14930 -46290 35112 -55528 50345 64883 47400 -2057 16425 12419 2889 38887 -13408 32854
r11 32893 43455 -41325 -7819 13833 44068 -55480 17557 -32016 -62914 -20949 12824 -46331 26718 -16663 44819 15979 -25778 -48683 46292
r12 -38054 -51603 -1870 51590 -41414 -44716 24918 33829 62919 39910 32128 34281 774 -35975 14046 19138 -9327 20428 1113 60015
r13 -21919 6960 43135 -7922 50511 64492 44154 -58567 -45586 -7389 27176 -4855 -11610 27798 -61578 -854 51295 33723 -37513 39591
r14 20484 6630 -42931 -40795 50707 14225 32285 -55006 -27527 -36567 -39656 51164 -62744 13548 -2402 -15735 36545 38623 -12047 -19219
r15 -19162 -33274 63110 -62193 4602 -43059 53738 -52062 23224 10412 57827 -61528 48470 16315 -55282 21982 30988 -47672 -27126 -1344
r16 3027 38089 18075 -55428 35848 -49865 35804 42267 -56926 -53528 -4553 36166 32554 -44381 54252 -16871 55780 -52125 65500 -49026
r17 50586 65358 -58022 -18126 56184 -31061 5342 7718 -7840 23338 49282 47922 -54607 -50831 15792 -43587 44907 30449 -23111 -46720
