mTable45 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -45807 -936 8433 41416 28660 -9373 13408 43813 56021 12571 12143 -18308 44808 18064 55679 -6744 -49305 -12508 37807 -12757
r1 -32153 -13269 -14106 19061 -38998 14206 -4893 -27618 -51550 -44796 2944 -29311 -32027 4835 -56713 -59620 -18279 -1006 35379 54810
r2 64025 -57077 7517 52366 -3597 57010 17978 -15444 37683 16889 42419 35541 -299 -6448 29182 19887 -59033 -23907 47539 -41645
r3 59884 20710 -62432 -35211 -40579 39107 -57387 25831 -61056 -42624 -61927 -63551 -44596 1483 -48504 -29496 45134 37311 -11620 10575
r4 -15849 54931 23457 45699 35439 53477 51422 46689 -47309 21151 61455 -50253 -53618 15867 63270 -4682 -582 41294 57250 -21622
r5 -24111 31295 3137 47709 59664 -5480 2354 25959 37587 37278 -56883 -20078 40689 18330 -30234 -41955 -33939 -3324 -63701 13911
r6 38166 41282 -41184 -31915 49434 -19802 31488 -31992 3095 -32346 62978 306 -32827 6763 24523 9877 55069 -57738 -6818 -31350
r7 63223 -38091 -30517 -10750 40214 -34391 -65045 22278 51456 17585 8980 -43480 -10216 54790 -13882 38488 -28786 36835 -47009 8094
r8 -44051 16730 -36886 -15816 -63311 3492 16712 -54901 -12570 58494 -60712 -32989 -3678 30298 20262 36119 59718 -39626 4263 45510
r9 -31622 -18275 -17799 -59948 -60717 40550 -58222 -17696 44867 1775 46931 -53982 -21007 38957 30228 4616 22202 -46598 -60583 -37879
r10 -8941 -59465 36852 47574 47961 56622 -51500 4691 57076 -10967 -22425 -44105 36615 -30773 58060 -55233 -26506 6581 -56868 -21246
r11 1473 20111 23304 -30908 -50704 47450 9193 42449 25328 -37447 63292 7619 -10815 50198 54815 28894 50082 -817 9106 -1438
r12 7402 -4119 17957 2771 16614 -20711 29082 32442 -65289 47347 10003 -40789 -45224 35654 -63646 -65095 13542 -9527 57047 11038
r13 49751 20161 -33436 23426 -29282 -27880 -15539 -45662 -27053 -21973 6354 17461 -50981 42579 -22811 61486 -45305 44894 -648 -8318
r14 -46502 -15643 42755 24517 59806 62494 -18984 -33601 58311 62170 5876 -35012 44326 -64016 -62821 -60476 -41969 -43284 -9244 11395
r15 -65143 41207 59579 60667 -2600 -29279 46219 -58706 61039 -53736 19504 22548 -4261 24423 2481 50855 -50596 -52220 3286 -7122
