mTable14 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 15711 62468 -8110 25404 47974 24670 -60254 28435 -52114 29214 -53862 -8315 33797 3877 -56693 -24098 13456 4502 39947 56108
r1 -56822 -12815 -28066 8470 -1873 -25975 12843 17677 53073 -27453 -19869 48842 -45301 47673 -2241 -51139 48160 14843 -45037 -3790
r2 17434 -39914 39917 53475 -9323 -50417 574 40562 4322 -16637 -17229 -35659 -24017 -45515 33385 44413 -60238 51657 20751 -26344
r3 -4517 56251 5528 -41870 12582 -44114 32878 -46073 -47372 26958 -52355 -21486 -57085 -12414 -63230 33093 -14904 20254 28138 -65357
r4 58974 59846 49475 -61054 37603 38092 -49690 44258 38041 61615 860 61080 -53960 13839 33385 -14958 -34430 -4748 1260 36218
r5 8344 -23539 -60361 43868 51594 44176 27193 50798 35565 -43335 -58550 -53746 56714 -37830 52988 61697 38174 22391 -57429 -7190
r6 52588 -14802 -7863 23956 -35995 49049 8192 -2128 57665 -57771 24848 6988 51896 359 42216 -41624 -22649 45455 -20465 -55109
r7 4201 -22019 53081 -58660 -44964 -21898 6904 14922 29926 26560 22581 -14770 29250 27532 -47754 -53697 -32416 9219 -54886 8103
r8 -30856 19613 -38181 -36154 24234 -41444 -59534 -8575 -28770 16306 -54771 -185 1033 39897 42361 -772 37927 -12044 2181 -56989
r9 21923 -61475 707 52642 19423 -19164 -34197 -4349 -15080 38175 -14647 -57838 12350 -52412 -27345 30631 -15354 19012 17900 -44317
r10 -3898 -22623 -5256 41257 -5408 -5403 -7544 46534 19311 -39673 -9047 -48879 -30510 -2268 -63066 64062 18797 -44805 -23030 -50993
r11 820 54668 -11160 -26371 62567 -29472 12137 30566 -8625 45522 -33258 1097 -37543 46190 27981 -31574 6215 -50918 -23413 -21648
r12 -19583 50865 -10189 50180 54294 16032 29296 8521 -7736 51927 56231 -38109 -1537 -55741 -37864 -25299 23036 -13278 53845 -57000
