mTable28 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 4694 -5714 22630 23227 -27852 37257 -62797 -53543 -63467 35982 59951 43134 -60182 25193 33697 31675 -45479 34015 -23787 59190
r1 52058 -20621 -42181 134 16014 -57472 16096 7094 -1518 14008 34058 -27431 -16079 -58808 49296 -1689 -5627 15765 -38716 -13147
r2 -3002 -64094 5051 -982 2812 44144 -44648 -40953 -35728 34575 -30294 8146 -34379 -34105 24296 46903 23394 -2005 58586 7078
r3 24164 43621 33406 -62153 -21193 51322 -28745 -58051 -23231 -8151 52564 59355 49180 38869 17401 -57653 28407 -6830 -18412 -59618
r4 -20815 36706 -9959 25517 -75 -60347 27223 -12949 60518 4790 27430 47591 -38787 42449 -16600 -40239 -19515 -3217 40950 -25546
r5 -22827 -47154 19723 43729 -46193 60598 16989 -11259 39572 31604 39552 -42568 -1726 -65028 65342 -2619 -53609 25673 14102 7185
r6 34165 45460 58485 53172 25559 24936 -6926 -13841 15550 15987 -38267 7910 62065 11803 13927 49144 -1948 -39801 -1043 -49464
r7 -60747 -22400 26679 51745 16285 51027 20876 28375 24102 -13317 -54108 41426 -50975 18071 -47480 -45615 -62473 -17486 -6609 7236
r8 -7096 28674 -20479 -23368 -58635 -58249 -7826 -33928 16039 38296 56094 -46450 64481 -20583 13425 -9259 -11800 -15800 16270 -33533
r9 -26210 -17316 17162 -4803 22624 -15077 53663 -22339 45391 -27986 53715 49185 -44645 -9094 49435 49938 51559 -54851 9361 -55317
r10 60176 -48778 38423 28989 64731 -63086 -40927 -37317 -41756 -34276 5192 38770 -7240 -32035 -35436 29652 62965 26560 -46803 -47424
r11 65236 61853 6062 54049 41609 -56566 54406 53074 19464 -52386 -62409 -13459 -13075 65233 -28807 -44900 7524 25688 40303 7328
r12 15182 -39794 -12673 -37483 38925 25988 36832 18091 -37958 -10798 -480 -384 3250 -42337 28548 -44450 -64790 44914 45058 -20576
r13 -28392 50781 -46612 -32882 35560 -5691 -31951 -20679 46240 -50697 -46136 55026 -60681 -11288 33086 26074 -1802 -34271 -8533 -11272
r14 -59322 -7563 43070 9642 1900 -42106 -28666 -53378 -50337 17055 46435 -2990 746 54300 -17699 -16717 13570 -42609 56846 -19520
