mTable37 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -62632 -56045 -4700 15005 38823 -22818 64168 -7460 -29346 -37385 5205 60408 122 -39177 -28712 21098 -63611 -13450 -769 -60405
r1 59599 -3932 -60375 42797 41149 8893 -2090 -4490 -27656 50994 -20371 13035 -37906 -50701 -20079 28605 -63882 -38540 -35110 55155
r2 -31780 -4743 59488 18499 7407 -49263 -36773 -30693 64770 -51825 -64788 -13874 37687 9134 -32474 50137 43622 -18576 21345 -7305
r3 -62321 -2751 -8384 14798 64858 -32198 -413 39268 -53545 47318 57915 -4409 38275 39710 -39278 -35280 -49727 26213 -6861 -60315
r4 48988 52527 706 -8155 64358 59552 -13298 46708 -41262 -56947 42929 -44356 -14298 -23078 -52797 12886 -57529 -34899 7515 52755
r5 38306 -64699 30600 -1715 61936 24221 42558 55162 -62863 -28379 18738 3923 -15611 -14878 -32480 20805 -51154 33805 -42883 43789
r6 -48595 11973 8096 46949 39915 -57340 9490 -55427 40347 10750 22312 23479 48168 -58585 -59163 -11522 10368 -62023 -44938 -24248
r7 58765 -19781 -29351 6768 43140 -63774 28571 -2953 -54575 6425 -62520 -36344 -59345 -8439 20792 -10270 36669 -16262 -23028 -16682
r8 -54609 -1772 -41844 46985 -56392 -31053 -41285 -61643 34600 -12652 -17248 -42275 29896 -60723 51000 -18913 53856 55374 30296 57280
r9 38202 -58038 63954 -46586 -20179 -39267 -26118 9309 -1049 1618 34811 -34311 10053 60092 -25161 27302 -26187 65129 52054 33008
r10 -18895 45171 38920 -21404 23469 -56207 -32534 -65199 -43258 -43997 62939 3860 31829 48280 31778 -23760 44428 -56583 44139 24339
r11 36356 17672 -6641 -38756 57189 -15128 55092 -40725 -27163 37247 34969 64040 -1238 -16295 47379 -30848 -57584 26341 -38456 2878
r12 -6855 -55172 42807 53496 32221 -28648 34843 32415 -44620 57896 -31163 -7680 61813 28337 15636 -7194 -31947 -50224 17853 -34615
r13 -16129 -139 -61805 24069 13027 29347 -45824 -43162 41278 51993 -40122 19248 -4621 28123 39336 -62625 -4012 -44622 -37490 -60889
r14 57472 42833 -17953 -38229 4227 51968 16926 8915 26076 -59204 57501 -15840 -20705 18364 36631 -32408 -44825 64141 -54932 30039
r15 -53303 -22445 -15249 -765 16336 19842 59532 -50454 -439 4662 -65255 -33743 -57351 -7395 -48293 6433 20393 -64779 -19505 -32286
r16 26108 30072 5602 3953 -61697 -59669 -63707 52672 63013 -1082 -65290 29190 50296 -64430 -4324 -12720 -7243 -16578 -59578 54640
r17 -35538 8949 5136 51418 22310 56910 49746 -37717 -12935 -37292 -49713 -50675 22486 59883 -52173 -60359 -8911 12840 34004 -3244
r18 -55348 -10559 -7667 -65527 -46961 -22997 -39409 33540 9667 5549 -3263 -33345 -54316 -5716 -33894 15223 -40607 -54648 32275 -32305
r19 -61235 -33683 64502 63694 62938 -42684 2277 -4080 -20909 -28621 48200 20469 27567 -59111 63810 -61357 -56668 16151 50104 53399
r20 7849 -45759 -39067 44517 44492 30043 -56169 -64137 26501 14988 -2047 -27081 -9726 -45604 22599 -21298 -54489 -16013 23257 18915
r21 61753 -10604 -31126 61994 -20993 57443 -38612 51042 19992 -44534 25484 41682 -52784 -7449 -31212 -40973 32646 38576 -40518 -48633
r22 49467 20974 -3304 1542 13457 -63917 -14667 64857 56988 -63463 38556 -14652 32456 -11400 25051 -51217 50527 28129 25060 -59800
r23 -9883 50201 -18555 59925 -52631 53074 -7510 41203 -52977 -7620 64764 36861 -20037 -41443 -516 57658 -27445 24991 -28193 -43236
r24 -40019 13737 31803 17446 43468 59922 -23623 -35417 59661 36228 -39918 58013 -48333 -34076 -3870 48570 -26302 38010 36083 26569
r25 -62189 -9378 29122 -62591 -27934 49517 -8071 6433 64210 39369 21684 33589 -48901 28676 -58920 32257 45269 16633 -9714 -13110
r26 13230 -31811 -29012 10156 3084 62161 -40583 -42468 -42184 61564 534 29525 6316 -12918 -32943 -2055 -11220 -36655 12334 62811
r27 16355 16244 -43970 -23826 -31393 25883 8612 -24932 45925 44640 7668 12984 -44979 9143 3313 51130 -45428 61794 -36007 -50786
r28 2501 54626 -14949 23813 -12043 -52004 34249 23380 51301 51157 -61571 45275 54567 -1229 13095 -7055 -15204 -20927 -84 -30381
r29 10117 43346 -26247 28130 1393 25017 36863 -36124 8009 58666 9723 25552 62673 54054 22596 -58904 -24117 24815 -41877 9569
r30 -64034 -61823 -46265 -4119 22426 30107 65339 -50859 670 -49150 -30681 -21505 -12368 12123 -44004 63146 6498 55997 39136 -55814
r31 63410 -33970 9767 -2784 -1238 1489 -20636 -29287 -39338 9986 31653 -8144 21110 17022 45358 -9815 -14259 -32216 -56903 30149
r32 -32502 35571 33240 -15037 42934 1306 61307 5610 -27389 51784 -21860 31492 -51785 -2239 -39446 48495 -45429 43109 -42820 -321
r33 -49618 46936 24736 -9137 42845 46821 34627 41393 -3595 37817 -24881 -22833 39625 -42006 8088 12202 57104 1814 55048 42090
r34 11426 52437 -42220 54077 -26837 57649 31204 43036 -46597 -31777 -41147 7304 40749 28157 -34630 -63413 27423 18459 -19166 -41139
r35 -51673 20 -3942 -16438 33599 -4778 48113 -42127 -45324 5961 62393 -51427 55212 -65246 -54540 -4007 -39265 59957 64290 54094
r36 58392 -57317 41127 27538 -49699 12741 -19980 -24825 -52896 -39024 58921 59497 -7497 -41971 5575 -3468 -27309 -36443 -3622 50368
r37 43800 4501 58545 40808 30514 11588 57048 -34127 -11408 -43976 -45543 -63560 30153 40573 -15777 -50565 -16586 64017 9139 20610
r38 -39401 -64881 -60513 -11237 19878 45533 23988 28305 -64288 44658 -25147 -38468 10916 6322 814 33370 62926 32855 -4455 34618
r39 -55676 53481 -43202 -4754 -32240 -11577 -55176 -24828 -9850 12420 48234 28834 -19485 56956 -24343 834 -63217 -30525 -7472 33469
r40 -28135 58067 3274 47923 62294 -58066 -35086 -18345 38943 15231 -52138 -25437 29508 -20806 -47438 -48910 -17034 25616 -39315 46120
r41 -44522 -19541 -13442 54752 -42745 -6435 -23405 -59779 60188 14777 -14672 15804 -30507 8180 11021 -59361 -51080 47088 -2961 26670
r42 36923 45522 -57188 28381 -40126 -31555 39056 53748 -20741 -62295 14864 1887 -57511 54355 -26712 -9989 49333 64814 -14673 -55643
