mTable23 21
KEY  c0 c1 c2 c3 c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19
r0 -957 -7892 12865 24928 28706 -28933 -33631 21248 -58963 31703 62796 33919 31614 10179 -51255 -38493 29153 -35600 -28156 14339
r1 -55426 -18588 -27541 40056 -46046 -62700 -59503 48807 -55714 41287 -39813 11972 -27857 49940 52759 -27746 -29993 18621 53249 -24518
r2 -41701 33022 -24060 -47609 46213 30608 -1191 -44854 -63604 61006 -22748 30666 -48877 -35213 25020 -22409 38747 -8457 -25188 -64932
r3 28381 53889 -49696 55220 -48834 -62559 5888 -42409 -26515 42866 -40877 65507 -32075 -63104 -20691 -35304 -34021 9485 -40839 -50678
r4 -52632 62200 31248 -43117 -64646 -39218 -53281 37282 32573 -7707 -41320 60944 24307 30640 64334 -50517 38939 -60645 -64079 -52607
r5 -22672 41479 -26816 -46358 24744 -39409 14842 44532 -40641 -17883 -515 -10154 -29604 11655 30051 11057 -61063 -34181 -25025 37352
r6 17731 -48107 -2065 -42752 24354 -31236 57666 14772 -25603 -27266 45044 -47704 -57741 -30901 4943 33655 34003 33638 -27052 133
r7 35010 -23083 -38686 -14204 18633 -9080 55035 -49591 -51252 16310 -53061 39162 -21569 33851 -45084 -27099 47294 24130 -55861 64130
r8 61067 -39484 49984 -32631 -37351 -26519 -9994 52655 63766 -32709 50819 -8961 -60125 -50369 65146 57018 16967 54577 -49687 30406
r9 -51217 -38607 -360 33248 -20911 -4867 -55948 24865 -45549 -24886 15399 14394 -10115 45311 -15546 56562 13116 -5396 20625 -59901
r10 38780 -24296 -38049 -9730 55161 43671 -7852 -13771 32284 -9339 27012 -17391 30240 -3008 -607 -33963 40266 -38710 -57928 51485
r11 53032 1190 -55385 -48965 59629 -207 -27573 -42675 -45552 -21903 -42395 61524 -63598 -10225 14260 -59346 -37593 53013 34135 21177
r12 -57302 24579 -38346 50911 -44564 -33643 -56926 14560 47914 7925 -21569 33055 37821 -21095 -41830 53108 53970 50520 9461 -39685
r13 38004 51337 43370 -45193 36080 -33610 -13473 -3918 -49319 -57668 -19378 30666 -26033 2905 -398 16988 14674 -21175 21004 7558
r14 -52377 -8696 -44463 -28589 -30437 -6555 38562 -26763 12407 -64387 23868 -41530 -10000 -31389 -28227 19795 -36893 25205 16487 44281
r15 -14885 63900 61605 -40791 46470 18042 18188 -16523 -33082 51217 -26723 -27720 23387 -1138 35942 -56395 -36687 -44093 -59363 36620
r16 11957 -47327 34349 -53988 -38140 6268 21665 -62538 29063 25355 -22428 -52125 32220 8547 1812 -31175 -44269 -12763 -56695 -28055
r17 61181 -44479 -35595 45882 21858 21334 7467 -32360 -61209 -25570 -56225 -55575 30496 -1646 64834 -18740 -1868 19621 -30703 -36024
r18 -55986 42661 -21499 17206 36000 -28168 -46850 -28265 -9419 42310 40480 -48306 1320 2301 -606 24 65322 9943 -10412 19568
r19 46549 6540 -28207 -5960 -25943 -45955 -27515 -44606 26484 -22170 -43161 -47058 5454 21134 -8679 -23312 -30372 -39137 10672 58732
r20 -46488 58494 1915 15252 -39382 -54201 23329 -10163 37785 18725 55964 4145 -56355 -53808 -15069 -57104 64489 -27586 -8972 -11185
r21 21473 -30486 -40733 -23023 -46671 -7106 -53130 58685 -25431 -23050 9347 -36092 -19468 -29805 33619 -64608 -13826 3224 -58397 3174
r22 -4137 -34356 -57883 -28310 48289 -65396 40257 7927 -2012 9724 13359 9633 -36813 -29191 -20599 21033 28608 33684 41979 -37799
r23 13958 5633 -40386 -48560 18235 17403 -15072 34457 27902 15383 20295 53848 -47395 -8482 31065 22254 -2736 -38164 25817 45371
r24 34499 58053 -35982 36637 57712 46655 43568 7222 38899 1939 -4115 -24472 -58197 -29333 65225 1691 55539 -29444 64535 29795
r25 -48180 22137 -26434 -57390 22559 51490 2023 -56059 -36923 5928 42081 -46111 41310 -35979 -53462 -1810 57344 -45684 -10384 -33210
r26 -27186 -15203 11564 56582 34979 -29904 -38560 -8410 16441 -42427 43977 -44762 -43201 -16951 -43117 5913 -33699 5844 2347 -8104
r27 -59169 2344 -16141 -34527 -52207 18773 34595 -43502 -61655 -12697 37306 -10942 58553 -27058 -33358 -15324 -40034 31999 -13679 29300
r28 49550 -38061 12522 -27067 35810 -48689 64846 -9671 -63006 -19635 11457 13974 -25693 39985 -13662 -35295 -16438 56419 36587 12548
r29 15409 -568 -57261 -1792 -1272 12302 29448 -42785 -39537 -22588 -29741 -62200 -11328 -55082 11767 3375 57707 47910 43133 -14026
r30 47906 39301 -33888 -47511 56069 61364 10886 61120 -24990 -16932 -34280 32741 -34401 12240 -12966 -46247 36770 -48221 -8029 60018
r31 23717 -23511 23916 -30935 40093 4037 51951 -23436 19855 -32748 -18051 -20634 53424 -40120 3119 45393 -40870 64814 59743 62445
r32 38754 10316 17633 29890 -63776 -10585 -6011 -11287 -59726 -42215 -40125 -52399 27836 -64128 5680 -41836 33409 41614 23420 359
r33 -21849 -26476 -65531 -35027 15310 -44380 63810 -40211 37243 -19389 5863 -64692 -52773 -3783 11239 29929 53578 54127 12207 18940
r34 63701 11120 41049 -19869 -10024 -21252 -39080 16077 -21563 11222 41434 31995 -14207 43949 40121 47379 59491 -19454 -18689 30028
r35 -46947 -15535 46827 17440 1408 13253 61371 -4251 44484 -48124 4752 60039 17307 24807 -65136 -48745 -13687 -2418 6224 23411
r36 25694 48498 -62330 48017 38027 12773 7336 56031 -60736 -34555 -55108 -12735 46948 -29194 -35514 -15086 16354 13418 30184 -17080
r37 20427 19990 672 -38551 33603 -55533 24120 265 25646 -1570 19257 19366 -53863 2418 63611 42284 -30139 -52679 26053 -4702
r38 9426 14516 36804 11381 -3069 -27377 30072 42784 -39020 40256 5139 61434 44321 -50565 18614 -41799 -45071 6269 11883 13520
r39 -6917 35607 40298 17483 30266 28103 -48616 -60929 -22033 -43230 -55713 -53907 -28469 -56735 -23632 -27713 44121 59038 -34623 -38458
r40 55590 23999 52377 -32204 10500 30866 -21560 -4649 -24741 3648 26521 45480 7779 23179 -48961 12632 21316 -24607 -61723 -15751
r41 32990 26186 -37933 -15059 38882 -40659 44110 8358 34477 22353 39250 52776 57296 8773 -19362 -23453 42966 -60344 -32194 21315
r42 45105 -3664 -16647 31729 -13922 -50030 49600 23138 46363 5521 60663 -35720 -48180 19872 48562 -23234 39785 -57310 -23749 41640
r43 60764 -64196 -8382 -18922 46712 24325 -10705 -64147 -60807 -39751 -51791 -32193 139 1268 -39575 -56845 31478 -20541 -27624 29249
r44 -9946 -52890 -22146 52264 -47347 30209 64565 8670 26807 30940 -42282 64754 -59192 -40001 24961 -4927 -55391 39863 14015 13603
r45 26937 -15585 -42617 43007 -45435 -40761 64702 45130 -43542 -36200 -14239 -61222 57640 34213 -20358 -36889 -13060 -18683 -60589 27265
r46 -61691 -57625 -14776 14699 51875 -10160 -30677 42072 -2198 -13958 34384 24707 -58027 -35134 17051 -54502 3495 9979 -6015 19066
r47 34875 -41043 -55608 -29169 -34137 -40099 50660 -35941 30230 46816 -11431 -24608 -16479 -47212 62875 39551 25858 -24926 33898 58923
r48 27586 42333 -56654 -15950 64304 62767 -33114 -46904 -48305 -1983 38179 49798 29863 39381 13706 -52713 336 33635 -37070 21581
